trial_number,outcome_level,actual_outcome,effort,action_type,effort_state,attention_focus
1,20,23,95,approach,true,outcome
2,100,95,85,approach,true,outcome
3,60,60,70,approach,true,outcome
4,100,104,80,approach,true,outcome
5,100,92,90,approach,true,outcome
6,80,80,60,approach,true,outcome
7,60,59,90,approach,true,outcome
8,20,16,90,approach,true,outcome
9,40,44,65,approach,true,outcome
10,100,106,50,approach,true,outcome
11,100,93,85,approach,true,outcome
12,60,58,65,approach,true,outcome
13,20,21,85,approach,true,outcome
14,40,38,70,approach,true,outcome
15,40,39,55,approach,true,outcome
16,60,51,70,approach,true,outcome
17,20,21,55,approach,true,outcome
18,80,80,75,approach,true,outcome
19,40,41,60,approach,true,outcome
20,80,67,70,approach,true,outcome
21,40,46,55,approach,true,outcome
22,80,81,50,approach,true,outcome
23,80,76,100,approach,true,outcome
24,60,72,75,approach,true,outcome
25,60,59,85,approach,true,outcome
26,60,51,65,approach,true,outcome
27,60,57,75,approach,true,outcome
28,40,30,90,approach,true,outcome
29,80,88,75,approach,true,outcome
30,40,38,65,approach,true,outcome
31,60,55,60,approach,true,outcome
32,80,88,90,approach,true,outcome
33,100,83,80,approach,true,outcome
34,80,84,80,approach,true,outcome
35,20,15,50,approach,true,outcome
36,40,37,50,approach,true,outcome
37,100,87,75,approach,true,outcome
38,100,114,65,approach,true,outcome
39,100,117,90,approach,true,outcome
40,100,96,55,approach,true,outcome
41,20,21,75,approach,true,outcome
42,40,39,85,approach,true,outcome
43,40,42,60,approach,true,outcome
44,60,55,80,approach,true,outcome
45,60,49,55,approach,true,outcome
46,40,32,100,approach,true,outcome
47,40,41,80,approach,true,outcome
48,20,24,65,approach,true,outcome
49,60,61,60,approach,true,outcome
50,20,18,50,approach,true,outcome
51,-60,-48,100,avoid,true,outcome
52,-40,-39,55,avoid,true,outcome
53,-100,-98,80,avoid,true,outcome
54,-40,-38,80,avoid,true,outcome
55,-40,-40,80,avoid,true,outcome
56,-20,-20,60,avoid,true,outcome
57,-20,-22,70,avoid,true,outcome
58,-80,-75,70,avoid,true,outcome
59,-60,-60,70,avoid,true,outcome
60,-60,-52,65,avoid,true,outcome
61,-80,-82,95,avoid,true,outcome
62,-20,-23,55,avoid,true,outcome
63,-20,-20,60,avoid,true,outcome
64,-100,-83,70,avoid,true,outcome
65,-20,-20,55,avoid,true,outcome
66,-20,-21,90,avoid,true,outcome
67,-60,-67,90,avoid,true,outcome
68,-60,-66,50,avoid,true,outcome
69,-60,-61,100,avoid,true,outcome
70,-40,-44,100,avoid,true,outcome
71,-80,-68,90,avoid,true,outcome
72,-40,-41,85,avoid,true,outcome
73,-60,-59,90,avoid,true,outcome
74,-100,-85,75,avoid,true,outcome
75,-100,-84,55,avoid,true,outcome
76,-60,-61,95,avoid,true,outcome
77,-100,-96,85,avoid,true,outcome
78,-80,-74,80,avoid,true,outcome
79,-100,-101,60,avoid,true,outcome
80,-40,-47,75,avoid,true,outcome
81,-40,-37,90,avoid,true,outcome
82,-80,-72,75,avoid,true,outcome
83,-60,-57,95,avoid,true,outcome
84,-20,-21,70,avoid,true,outcome
85,-20,-20,100,avoid,true,outcome
86,-60,-63,75,avoid,true,outcome
87,-20,-20,65,avoid,true,outcome
88,-80,-69,65,avoid,true,outcome
89,-20,-16,65,avoid,true,outcome
90,-100,-93,65,avoid,true,outcome
91,-40,-37,85,avoid,true,outcome
92,-100,-93,90,avoid,true,outcome
93,-80,-80,100,avoid,true,outcome
94,-40,-40,75,avoid,true,outcome
95,-20,-21,50,avoid,true,outcome
96,-80,-80,100,avoid,true,outcome
97,-60,-46,55,avoid,true,outcome
98,-80,-73,55,avoid,true,outcome
99,-40,-41,50,avoid,true,outcome
100,-20,-20,75,avoid,true,outcome
