trial_number,outcome_level,actual_outcome,effort,action_type,effort_state,attention_focus
1,80,94,70,approach,true,outcome
2,100,104,75,approach,true,outcome
3,80,87,75,approach,true,outcome
4,80,97,65,approach,true,outcome
5,60,71,70,approach,true,outcome
6,80,72,85,approach,true,outcome
7,60,65,70,approach,true,outcome
8,100,98,85,approach,true,outcome
9,100,98,90,approach,true,outcome
10,60,62,65,approach,true,outcome
11,100,101,85,approach,true,outcome
12,80,91,55,approach,true,outcome
13,80,86,75,approach,true,outcome
14,20,20,90,approach,true,outcome
15,40,41,50,approach,true,outcome
16,20,20,55,approach,true,outcome
17,100,114,90,approach,true,outcome
18,40,39,55,approach,true,outcome
19,80,82,85,approach,true,outcome
20,40,36,55,approach,true,outcome
21,80,59,50,approach,true,outcome
22,40,42,60,approach,true,outcome
23,20,21,55,approach,true,outcome
24,80,74,80,approach,true,outcome
25,80,98,80,approach,true,outcome
26,100,85,55,approach,true,outcome
27,60,60,65,approach,true,outcome
28,100,98,65,approach,true,outcome
29,20,23,80,approach,true,outcome
30,80,91,95,approach,true,outcome
31,80,81,100,approach,true,outcome
32,40,41,90,approach,true,outcome
33,100,91,95,approach,true,outcome
34,40,32,50,approach,true,outcome
35,80,77,90,approach,true,outcome
36,40,40,60,approach,true,outcome
37,60,67,75,approach,true,outcome
38,60,67,75,approach,true,outcome
39,20,19,65,approach,true,outcome
40,40,38,70,approach,true,outcome
41,40,35,75,approach,true,outcome
42,40,34,95,approach,true,outcome
43,20,16,85,approach,true,outcome
44,100,119,60,approach,true,outcome
45,20,18,50,approach,true,outcome
46,100,95,50,approach,true,outcome
47,40,34,65,approach,true,outcome
48,40,43,80,approach,true,outcome
49,100,83,80,approach,true,outcome
50,60,58,90,approach,true,outcome
51,-20,-21,75,avoid,true,outcome
52,-40,-38,80,avoid,true,outcome
53,-60,-63,100,avoid,true,outcome
54,-40,-44,80,avoid,true,outcome
55,-100,-100,60,avoid,true,outcome
56,-60,-57,95,avoid,true,outcome
57,-60,-59,90,avoid,true,outcome
58,-60,-58,100,avoid,true,outcome
59,-80,-85,75,avoid,true,outcome
60,-60,-62,95,avoid,true,outcome
61,-20,-21,60,avoid,true,outcome
62,-20,-20,60,avoid,true,outcome
63,-40,-43,95,avoid,true,outcome
64,-80,-93,50,avoid,true,outcome
65,-20,-19,65,avoid,true,outcome
66,-20,-20,100,avoid,true,outcome
67,-80,-93,80,avoid,true,outcome
68,-80,-76,90,avoid,true,outcome
69,-80,-87,65,avoid,true,outcome
70,-100,-99,90,avoid,true,outcome
71,-40,-37,90,avoid,true,outcome
72,-40,-39,50,avoid,true,outcome
73,-40,-35,100,avoid,true,outcome
74,-20,-22,90,avoid,true,outcome
75,-100,-95,55,avoid,true,outcome
76,-20,-21,50,avoid,true,outcome
77,-80,-86,95,avoid,true,outcome
78,-40,-42,75,avoid,true,outcome
79,-100,-103,80,avoid,true,outcome
80,-60,-59,50,avoid,true,outcome
81,-20,-22,55,avoid,true,outcome
82,-60,-54,65,avoid,true,outcome
83,-20,-19,65,avoid,true,outcome
84,-100,-115,65,avoid,true,outcome
85,-60,-51,75,avoid,true,outcome
86,-20,-16,70,avoid,true,outcome
87,-20,-17,50,avoid,true,outcome
88,-60,-61,55,avoid,true,outcome
89,-80,-88,100,avoid,true,outcome
90,-20,-17,70,avoid,true,outcome
91,-40,-41,70,avoid,true,outcome
92,-60,-52,80,avoid,true,outcome
93,-100,-97,85,avoid,true,outcome
94,-40,-36,90,avoid,true,outcome
95,-40,-38,85,avoid,true,outcome
96,-20,-18,95,avoid,true,outcome
97,-60,-59,60,avoid,true,outcome
98,-40,-32,85,avoid,true,outcome
99,-60,-59,85,avoid,true,outcome
100,-20,-19,55,avoid,true,outcome
