expName,curec_ID,trial_schedule,session_nr,date,start_time,end_time,duration,participant,age,gender,max_strength,block_number,trial_count,block_action_type,block_global_effort_state,block_attention_focus,trial_rating,trial_rating_time,trial_rating_random_start_pos,trial_effort,trial_outcome_level,trial_actual_outcome,response,response_time,result,points,cumulative_points,effort_trace,effort_expended,effort_response_time,final_bonus_payment
reward-effort-pgACC-TUS,R88533/RE002,B_1,1,2025-01-22_14h48.18.812,2025-01-22 14:48:42,None,None,2,,,2.094049072265625,1,1,approach,normal,heart,None,None,None,85,80,80,reject,0.6498713000910357,None,0,0,"null",None,None,None
reward-effort-pgACC-TUS,R88533/RE002,B_1,1,2025-01-22_14h48.18.812,2025-01-22 14:48:42,None,None,2,,,2.094049072265625,1,2,approach,normal,heart,None,None,None,70,40,51,accept,0.787805899977684,success,51,51,"[171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0]",171.0,1.012726999935694,None
reward-effort-pgACC-TUS,R88533/RE002,B_1,1,2025-01-22_14h48.18.812,2025-01-22 14:48:42,None,None,2,,,2.094049072265625,1,3,approach,normal,heart,None,None,None,60,20,20,reject,0.8227523000678048,None,0,51,"null",None,None,None
reward-effort-pgACC-TUS,R88533/RE002,B_1,1,2025-01-22_14h48.18.812,2025-01-22 14:48:42,None,None,2,,,2.094049072265625,1,4,approach,normal,heart,None,None,None,70,20,20,reject,0.6449491999810562,None,0,51,"null",None,None,None
reward-effort-pgACC-TUS,R88533/RE002,B_1,1,2025-01-22_14h48.18.812,2025-01-22 14:48:42,None,None,2,,,2.094049072265625,1,5,approach,normal,heart,None,None,None,80,100,105,accept,0.6837511999765411,success,105,156,"[171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0]",171.0,1.0279091999400407,None
reward-effort-pgACC-TUS,R88533/RE002,B_1,1,2025-01-22_14h48.18.812,2025-01-22 14:48:42,None,None,2,,,2.094049072265625,1,6,approach,normal,heart,None,None,None,55,40,36,accept,0.8588232999900356,success,36,192,"[171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0]",171.0,1.0344033000292256,None
reward-effort-pgACC-TUS,R88533/RE002,B_1,1,2025-01-22_14h48.18.812,2025-01-22 14:48:42,None,None,2,,,2.094049072265625,1,7,approach,normal,heart,None,None,None,70,80,70,reject,0.7112182000419125,None,0,192,"null",None,None,None
reward-effort-pgACC-TUS,R88533/RE002,B_1,1,2025-01-22_14h48.18.812,2025-01-22 14:48:42,None,None,2,,,2.094049072265625,1,8,approach,normal,heart,None,None,None,85,80,77,reject,1.4223553999327123,None,0,192,"null",None,None,None
reward-effort-pgACC-TUS,R88533/RE002,B_1,1,2025-01-22_14h48.18.812,2025-01-22 14:48:42,None,None,2,,,2.094049072265625,1,9,approach,normal,heart,None,None,None,100,20,19,reject,0.6276290999958292,None,0,192,"null",None,None,None
reward-effort-pgACC-TUS,R88533/RE002,B_1,1,2025-01-22_14h48.18.812,2025-01-22 14:48:42,None,None,2,,,2.094049072265625,1,10,approach,normal,heart,None,None,None,50,60,63,reject,0.4859601999633014,None,0,192,"null",None,None,None
