expName,curec_ID,trial_schedule,session_nr,date,end_date,participant,age,gender,max_strength,block_number,trial_count,block_action_type,block_global_effort_state,block_attention_focus,trial_rating,trial_effort,trial_outcome_level,trial_actual_outcome,response,response_time,result,points,cumulative_points,effort_trace,effort_expended,effort_response_time,final_bonus_payment
reward-effort-pgACC-TUS,R88533/RE002,A_1,1,2024-07-10_11h10.14.598,None,999,28,f,2.989898681640625,1,1,approach,normal,heart,None,50,100,95,accept,2.4519678000360727,success,95,95,"[1.1431720984352831, 1.0819307360191073, 1.102344523491166, 1.102344523491166, 1.132965204699254, 1.1227583109632244, 1.1125514172271953, 1.132965204699254, 1.1125514172271953, 1.102344523491166, 1.1125514172271953, 1.0921376297551366, 1.0921376297551366, 1.0921376297551366, 1.1125514172271953, 1.1125514172271953, 1.1227583109632244, 1.132965204699254, 1.102344523491166, 1.1227583109632244, 1.0921376297551366, 1.0921376297551366, 1.1125514172271953, 1.0921376297551366, 1.1125514172271953, 1.102344523491166, 1.1227583109632244, 1.102344523491166, 1.132965204699254, 1.1227583109632244, 1.1227583109632244, 1.1227583109632244, 1.132965204699254, 1.1125514172271953, 1.102344523491166, 1.0921376297551366, 1.102344523491166, 1.0921376297551366, 1.0921376297551366, 1.071723842283078, 1.0819307360191073, 1.1125514172271953, 1.1227583109632244, 1.1227583109632244, 1.132965204699254, 1.1227583109632244, 1.132965204699254, 1.1125514172271953, 1.071723842283078, 1.0921376297551366, 1.0921376297551366, 1.0921376297551366, 1.0921376297551366, 1.071723842283078, 1.1227583109632244, 1.1227583109632244, 1.1227583109632244, 1.1125514172271953, 1.132965204699254, 1.1125514172271953, 1.1125514172271953, 1.1125514172271953, 1.0819307360191073, 1.102344523491166, 1.102344523491166, 1.102344523491166, 1.0921376297551366, 1.1125514172271953, 1.102344523491166, 1.0819307360191073, 1.1431720984352831, 1.2146203545874885, 1.5514478478764557, 1.8984822349014525, 2.1332407908301265, 2.398620027966889, 2.776275096199974, 2.959999183448501, 3.1845508456411458, 3.307033570473498, 3.664274851234524, 3.9194471946352567, 4.123585069355843, 4.3175160503404, 4.480826350116869, 4.582895287477163, 4.746205587253631, 5.001377930654364, 5.144274442958775, 5.215722699110979, 5.338205423943331, 5.348412317679361, 5.174895124166863, 4.919722780766129, 4.776826268461718, 4.787033162197749, 4.909515887030101, 5.35861921141539, 6.501791309850673, 7.553101364661692, 8.053239157727129, 8.461514907168302, 8.808549294193298, 9.07392853133006, 9.07392853133006, 9.870066242740346, 10.257928204709462, 10.778479785246956, 10.972410766231514, 10.921376297551365, 10.604962591734457, 10.390617823277843, 10.737652210302837, 11.421514090616803, 12.003307033570474, 13.075030875853551, 14.207996080552807, 14.759168342298388, 14.983720004491033, 15.106202729323384, 15.218478560419706, 15.524685372500588, 15.687995672277054, 15.739030140957203, 15.881926653261614, 16.749512620824106, 17.8620640380513, 18.658201749461586, 19.842201422840986, 21.27116654588509, 23.94537270472477, 25.945923876986516, 29.130474722627664, 31.38619823829014, 33.386749410551886, 37.24495524277096, 38.2656446163739, 39.16385126514448, 39.87833382666653, 40.694885325548874, 41.450195462015046, 42.98122952241944, 44.50205668908781, 45.69626325620324, 47.94177987812969, 49.7586069631429, 50.78950323048187, 52.187847672317886, 54.04550233227522, 54.65791595643697, 55.24991579312668, 55.484674349055354, 55.7806742674002, 56.566605085074464, 58.08743225174283, 58.47529421371193, 58.485501107447966, 58.015983995590624, 56.71970849111489, 55.84191562981638, 55.372398517959034, 55.372398517959034, 54.92329519357374, 54.60688148775683, 54.290467781939924, 54.04550233227522, 53.99446786359508, 53.963847182386985, 54.076123013483304, 54.361916038092126, 54.79060557500536, 55.392812305431086, 56.280812060465635, 58.31198391393547, 59.57763873720311, 61.057638328927354, 61.99667255264205, 62.1497759586825, 62.1497759586825, 62.97653435130087, 64.19115470588835, 65.01791309850672, 65.11998203586703, 64.68108560521777, 64.48715462423321, 64.38508568687291, 64.22177538709644, 63.44605146315821, 63.91556857501557, 63.762465168975126, 62.5682586018597, 62.03750012758618, 62.01708634011411]",58.114928373643984,4.109775899909437,None
reward-effort-pgACC-TUS,R88533/RE002,A_1,1,2024-07-10_11h10.14.598,None,999,28,f,2.989898681640625,1,2,approach,normal,heart,None,70,40,38,reject,2.57443310006056,None,0,95,"null",None,None,None
reward-effort-pgACC-TUS,R88533/RE002,A_1,1,2024-07-10_11h10.14.598,None,999,28,f,2.989898681640625,1,3,approach,normal,heart,None,60,100,119,accept,1.3674197000218555,success,119,214,"[1.2758617170036644, 1.2962755044757228, 1.3166892919477815, 1.3473099731558695, 1.4493789105161625, 1.6126892102926318, 1.7249650413889543, 1.8474477662213058, 2.020964959733804, 2.245516621926449, 2.4904820715911526, 2.898757821032325, 3.521378338930113, 4.113378175619813, 4.113378175619813, 5.470895042511712, 9.614893899339615, 9.614893899339615, 12.921927469813113, 20.41378747205863, 23.077786737162278, 26.946199463117388, 31.37599134455411, 37.42867933001949, 40.49074745082829, 44.29791881436722, 46.206607943004705, 50.01377930654364, 53.03501985240832, 55.1172261745583, 57.17901870923622, 60.975983179039126, 62.12936217121043, 62.282465577250875, 62.85405162646852, 64.35446500566484, 66.12025762199791, 66.0896369407898, 66.0896369407898, 64.762740755106, 63.895154787543504, 63.895154787543504, 63.91556857501557, 64.88522347993835, 65.9467404284854, 66.34480928419055, 66.34480928419055, 66.45708511528686, 66.68163677747951, 67.14094699560083, 68.71280863094934, 69.30480846763905, 69.5701877047758, 69.79473936696846, 69.47832566115154, 69.19253263654272, 68.92715339940597, 68.77404999336551, 68.76384309962948, 68.58011901238096, 68.42701560634052, 68.30453288150818, 67.94729160074714, 67.32467108284935, 67.24301593296113, 67.19198146428097, 67.00825737703244, 66.8143263960479, 66.57956784011921, 66.01818868463761, 65.30370612311556, 65.34453369805966, 65.44660263541996, 65.7732232349729, 65.814050809917, 65.46701642289202, 65.46701642289202, 65.90591285354128]",66.18383806422858,1.6880416000494733,None
reward-effort-pgACC-TUS,R88533/RE002,A_1,1,2024-07-10_11h10.14.598,None,999,28,f,2.989898681640625,1,4,approach,normal,heart,None,80,80,74,accept,1.3734103000024334,success,74,288,"[1.3166892919477815, 1.2758617170036644, 1.2962755044757228, 1.2962755044757228, 1.2860686107396937, 1.2962755044757228, 1.3064823982117522, 1.459585804252192, 1.7045512539168954, 1.78620640380513, 1.78620640380513, 2.153654578302185, 2.694619946311739, 3.5519990201382017, 5.215722699110979, 5.215722699110979, 8.073652945199187, 10.257928204709462, 13.452685944086637, 17.821236463107184, 17.821236463107184, 20.638339134251275, 24.098476110765212, 29.406060853500453, 32.30481867453278, 37.9900584855011, 40.86840251906138, 44.26729813315913, 47.52329723495249, 47.52329723495249, 51.27943412981127, 53.52495075173772, 54.67832974390904, 55.87253631102447, 58.18950118910312, 60.924948710358976, 61.94563808396191, 63.0581895011891, 63.0581895011891, 63.782878956447185, 65.01791309850672, 66.0896369407898, 67.0592918457126, 67.82480887591478, 68.46784318128464, 69.20273953027875, 69.61101527971992, 70.42756677860227, 70.64191154705888, 70.98894593408389, 72.63225582558461, 73.85708307390811, 75.14315168464782, 75.50039296540884, 76.10259969583457, 76.82728915109264, 76.82728915109264, 79.57294356608453, 79.57294356608453, 80.6752880895757, 81.99197738152348, 82.80852888040583, 82.80852888040583, 83.60466659181611, 84.17625264103376, 84.60494217794698, 85.92163146989476, 85.92163146989476, 86.9117001622896, 88.01404468578077, 88.18756187929327, 88.18756187929327, 88.16714809182122, 89.0653547405918, 89.30011329652046, 89.30011329652046, 88.85100997213517, 88.94287201575945, 89.17763057168811, 89.33073397772856, 89.2388719341043, 89.2388719341043, 89.2388719341043, 89.27969950904841, 89.28990640278444, 89.0653547405918, 88.88163065334327, 88.97349269696753, 88.92245822828738, 88.92245822828738, 88.66728588488665, 88.9632858032315, 88.98369959070355, 88.81018239719106, 88.33045839159769, 88.28963081665357, 88.28963081665357, 87.8507343860043, 87.7078378736999, 88.06507915446092, 88.41211354148591, 88.19776877302931, 88.19776877302931, 87.39142416788299, 86.98314841844181, 86.44218305043226, 86.25845896318374, 86.25845896318374, 86.02370040725505, 85.36025231441316, 85.07445928980434]",86.56950061966587,2.0848115000408143,None
reward-effort-pgACC-TUS,R88533/RE002,A_1,1,2024-07-10_11h10.14.598,None,999,28,f,2.989898681640625,1,5,approach,normal,heart,None,70,60,71,accept,1.7524326000129804,success,71,359,"[1.1635858859073418, 1.235034142059547, 1.235034142059547, 1.2146203545874885, 1.2452410357955763, 1.2452410357955763, 1.2554479295316057, 1.2656548232676348, 1.4085513355720454, 1.4085513355720454, 1.7045512539168954, 1.8984822349014525, 2.051585640941892, 2.6435854776315924, 2.6435854776315924, 3.439723189041879, 4.501240137588928, 7.216273871372724, 7.216273871372724, 9.206618149898443, 11.196962428424158, 14.259030549232952, 17.89268471925939, 17.89268471925939, 20.179028916129955, 22.7715799250814, 24.414889816582118, 26.935992569381362, 26.935992569381362, 29.681646984373245, 31.25350861972176, 32.427301399365135, 34.47888704030702, 34.47888704030702, 37.07143804925847, 38.8576444530636, 40.26619578863564, 41.2256437998224, 41.2256437998224, 43.062884672307675, 44.491849795351776, 46.135159686852504, 46.135159686852504, 48.87060720810836, 51.075296255090684, 51.075296255090684, 53.95364028865095, 55.107019280822264, 56.15832933563328, 59.32246639380237, 59.32246639380237, 61.180121053759706, 62.374327620875135, 63.66039623161483, 63.66039623161483, 65.02811999224276, 65.18122339828321, 65.08936135465893, 65.08936135465893, 65.27308544190747, 65.7732232349729, 66.69184367121554, 66.94701601461627, 66.94701601461627, 67.47777448888979, 68.36577424392435, 68.9067396119339, 68.9067396119339, 69.19253263654272, 69.55998081103978, 70.32549784124198, 70.32549784124198, 70.8562563155155, 72.3872903759199, 73.95915201126842, 73.95915201126842, 75.20439304706399, 75.36770334684046, 75.44935849672869, 76.49046165780368, 76.49046165780368, 77.25597868800588, 77.90921988711176, 78.68494381104998, 78.68494381104998, 78.92990926071468, 79.10342645422719, 79.05239198554705, 79.02177130433896, 79.02177130433896, 78.96052994192277, 78.60328866116176, 78.3072887428169, 78.3072887428169, 78.49101283006542, 78.56246108621762, 78.56246108621762, 78.06232329315219, 78.06232329315219, 77.87859920590367, 77.70508201239117, 77.42949588151838, 77.18453043185367, 77.18453043185367, 76.80687536362059, 76.62315127637206, 76.57211680769191, 76.57211680769191, 76.70480642626029, 76.79666846988455, 76.7762546824125, 76.74563400120441, 76.74563400120441, 76.89873740724485, 76.98039255713309, 76.92935808845294, 76.73542710746838, 76.73542710746838, 76.56190991395589, 76.70480642626029, 77.0212201320772, 77.11308217570146, 77.11308217570146]",75.54698249649428,2.0459395999787375,None
reward-effort-pgACC-TUS,R88533/RE002,A_1,1,2024-07-10_11h10.14.598,None,999,28,f,2.989898681640625,1,6,approach,normal,heart,None,50,80,59,accept,1.77256099996157,success,59,418,"[1.132965204699254, 1.1125514172271953, 1.1431720984352831, 1.132965204699254, 1.1533789921713125, 1.2146203545874885, 1.2860686107396937, 1.5820685290845435, 2.1026201096220385, 2.1026201096220385, 2.5517234340073287, 3.1028956957529115, 3.9500678758433447, 5.756688067120534, 9.165790574954325, 9.165790574954325, 11.543996815449155, 15.279719922835882, 19.883028997785104, 23.394200442979187, 26.92578567564533, 31.141232788625437, 35.121921345676874, 35.121921345676874, 38.6841272595511, 41.38895409959887, 44.26729813315913, 46.982331866942936, 50.922192849050255, 53.15750257724067, 54.219019525787715, 54.60688148775683, 54.60688148775683, 55.066191705878154, 55.87253631102447, 56.423708572770046, 58.107846039214884, 58.107846039214884, 59.36329396874649, 59.64908699335532, 59.56743184346708, 58.87336306941708, 58.87336306941708, 57.79143233339797, 57.781225439661945, 58.29157012646341, 58.80191481326488, 58.90398375062518, 59.06729405040164, 59.077500944137675, 58.98563890051341, 58.7406734508487, 58.7406734508487, 59.34288018127444, 60.169638573892804, 61.537362334520736, 61.537362334520736, 62.27225868351485, 62.21101732109867, 62.282465577250875, 62.59887928306779, 63.109223969869255, 63.109223969869255, 63.43584456942219, 63.9972237249038, 64.37487879313689, 63.91556857501557, 63.91556857501557, 62.83363783899646, 61.99667255264205, 62.01708634011411, 62.047707021322196, 62.19060353362661, 62.221224214834706, 62.558051708123664, 62.57846549559572, 62.57846549559572, 62.57846549559572, 62.50701723944352, 62.660120645483964, 63.17046533228543, 63.44605146315821, 63.58894797546263, 63.58894797546263, 63.241913588437626]",60.30197005583886,1.5607074999716133,None
reward-effort-pgACC-TUS,R88533/RE002,A_1,1,2024-07-10_11h10.14.598,None,999,28,f,2.989898681640625,1,7,approach,normal,heart,None,80,20,23,reject,1.109025599900633,None,0,418,"null",None,None,None
reward-effort-pgACC-TUS,R88533/RE002,A_1,1,2024-07-10_11h10.14.598,None,999,28,f,2.989898681640625,1,8,approach,normal,heart,None,85,100,98,accept,1.6530656999675557,success,98,516,"[0.9696549049227848, 1.0308962673389608, 1.1942065671154296, 1.367723760627928, 1.6126892102926318, 2.5925510089514456, 3.0008267583926185, 3.521378338930113, 4.30730915660437, 7.093791146540374, 9.247445724842558, 11.360272728200627, 15.92275422820573, 19.06647749890276, 21.659028507854206, 28.507854204729878, 31.610749900482787, 34.938197258428346, 38.561644534718745, 42.55253998550621, 45.47171159401059, 49.676951813254675, 53.463709389321544, 55.02536413093403, 57.9037081644943, 61.27198309738397, 62.74177579537219, 64.68108560521777, 66.76329192736775, 68.56991211864494, 69.69267042960816, 70.89708389045961, 71.83611811417433, 73.07115225623386, 73.53046247435519, 74.51032427301399, 75.43915160299267, 76.19446173945883, 76.88853051350883, 78.32770253028896, 80.29763302134262, 81.76742571933083, 82.65542547436539, 83.1147356924867, 83.34949424841538, 84.15583885356169, 84.79887315893154, 85.81956253253448, 85.99307972604697, 87.77928612985211, 89.03473405938371, 89.61652700233738, 90.5657681197881, 90.87197493186898, 91.12714727526972, 91.41294029987854, 91.90287119920795, 92.20907801128882, 92.1988711175528, 91.93349188041603, 92.0661814989844, 92.1682504363447, 92.38259520480132, 92.33156073612118, 92.4438365672175, 92.63776754820205, 92.90314678533882, 92.8929398916028, 92.8929398916028, 92.90314678533882, 93.22976738489176, 93.18893980994764, 93.31142253478, 93.29100874730794, 93.40328457840425, 93.36245700346014, 93.32162942851602, 93.16852602247559, 93.08687087258734, 93.08687087258734, 93.01542261643515, 93.21956049115573, 93.21956049115573, 93.02562951017117, 93.01542261643515, 93.27059495983588, 93.27059495983588, 93.34204321598808]",90.93104461476688,1.977042100043036,None
reward-effort-pgACC-TUS,R88533/RE002,A_1,1,2024-07-10_11h10.14.598,None,999,28,f,2.989898681640625,1,9,approach,normal,heart,None,55,20,20,reject,1.1659637000411749,None,0,516,"null",None,None,None
reward-effort-pgACC-TUS,R88533/RE002,A_1,1,2024-07-10_11h10.14.598,None,999,28,f,2.989898681640625,1,10,approach,normal,heart,None,75,60,67,accept,1.581935100024566,success,67,583,"[1.1839996733794005, 1.3371030794198402, 1.5004133791963092, 1.5412409541404264, 1.5412409541404264, 1.561654741612485, 1.6024823165566022, 1.6024823165566022, 1.8678615536933645, 2.020964959733804, 2.1332407908301265, 2.1332407908301265, 2.245516621926449, 2.429240709174977, 2.7456544149918853, 3.164137058169087, 3.164137058169087, 3.6030334888183484, 4.16441264429996, 4.991171036918335, 7.951170220366836, 7.951170220366836, 9.53323874945138, 11.972686352362386, 16.494340277423372, 16.494340277423372, 19.362477417247607, 22.64909720024905, 24.374062241638004, 28.23226807385708, 28.23226807385708, 31.30454308840191, 33.876680309881294, 38.73516172823125, 38.73516172823125, 41.53185061190328, 45.124677206985595, 49.05433129535688, 49.05433129535688, 52.21846835352597, 55.13763996203036, 58.73046655711267, 61.30260377859206, 61.30260377859206, 63.27253426964572, 65.71198187255672, 68.01873985689934, 69.37625672379126, 69.37625672379126, 70.60108397211476, 72.99970400008165, 75.46977228420076, 77.0212201320772, 77.0212201320772, 78.59308176742572, 79.44025394751615, 79.23611607279557, 79.85873659069335, 79.85873659069335, 80.63446051463158, 81.0937707327529, 81.05294315780878, 81.11418452022497, 81.11418452022497, 81.60411541955438, 82.31859798107642, 82.82894266787788, 82.82894266787788, 82.46149449338083, 82.21652904371612, 81.90011533789921, 81.87970155042716, 81.87970155042716, 81.83887397548304, 81.79804640053892, 81.70618435691466, 81.70618435691466, 81.88990844416318, 81.92052912537127, 81.59390852581834, 80.9202535392404, 80.9202535392404, 81.20604656384923, 80.87942596429627, 80.22618476519041, 80.22618476519041, 80.19556408398232, 80.8488052830882, 81.10397762648893, 81.12439141396099, 81.12439141396099, 80.68549498331173, 80.66508119583968, 80.46094332111909, 79.9097710593735, 79.9097710593735, 80.09349514662203, 79.99142620926175, 79.96080552805364, 79.57294356608453, 79.57294356608453, 79.25652986026762, 79.13404713543527, 79.28715054147571, 79.28715054147571, 79.47087462872425, 79.6341849285007, 79.61377114102865, 79.61377114102865, 79.6341849285007, 79.5933573535566]",80.34431701072542,1.8498191999970004,None
