expName,curec_ID,trial_schedule,session_nr,date,start_time,end_time,duration,participant,age,gender,max_strength,block_number,trial_count,block_action_type,block_global_effort_state,block_attention_focus,trial_rating,trial_rating_time,trial_rating_random_start_pos,trial_effort,trial_outcome_level,trial_actual_outcome,response,response_time,result,points,cumulative_points,effort_trace,effort_expended,effort_response_time,final_bonus_payment
reward-effort-pgACC-TUS,R88533/RE002,B_1,1,2025-01-22_14h54.26.354,2025-01-22 14:54:36,None,None,2,,,2.094049072265625,1,1,approach,normal,heart,None,None,None,85,80,80,accept,1.9296021000482142,success,80,80,"[507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0]",507.0,1.0298824000637978,None
reward-effort-pgACC-TUS,R88533/RE002,B_1,1,2025-01-22_14h54.26.354,2025-01-22 14:54:36,None,None,2,,,2.094049072265625,1,2,approach,normal,heart,None,None,None,70,40,51,reject,1.7064634999260306,None,0,80,"null",None,None,None
reward-effort-pgACC-TUS,R88533/RE002,B_1,1,2025-01-22_14h54.26.354,2025-01-22 14:54:36,None,None,2,,,2.094049072265625,1,3,approach,normal,heart,None,None,None,60,20,20,accept,0.8604480000212789,success,20,100,"[507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0]",507.0,1.0232647999655455,None
reward-effort-pgACC-TUS,R88533/RE002,B_1,1,2025-01-22_14h54.26.354,2025-01-22 14:54:36,None,None,2,,,2.094049072265625,1,4,approach,normal,heart,None,None,None,70,20,20,accept,0.5666208999464288,success,20,120,"[507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 507.0, 504.0, 493.0, 477.0, 461.0, 447.0, 443.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0]",492.2063492063492,1.0307646000292152,None
reward-effort-pgACC-TUS,R88533/RE002,B_1,1,2025-01-22_14h54.26.354,2025-01-22 14:54:36,None,None,2,,,2.094049072265625,1,5,approach,normal,heart,None,None,None,80,100,105,accept,2.7234613000182435,success,105,225,"[442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0]",442.0,1.0332304999465123,None
reward-effort-pgACC-TUS,R88533/RE002,B_1,1,2025-01-22_14h54.26.354,2025-01-22 14:54:36,None,None,2,,,2.094049072265625,1,6,approach,normal,heart,None,None,None,55,40,36,reject,0.46867289999499917,None,0,225,"null",None,None,None
reward-effort-pgACC-TUS,R88533/RE002,B_1,1,2025-01-22_14h54.26.354,2025-01-22 14:54:36,None,None,2,,,2.094049072265625,1,7,approach,normal,heart,None,None,None,70,80,70,reject,8.296839399961755,None,0,225,"null",None,None,None
reward-effort-pgACC-TUS,R88533/RE002,B_1,1,2025-01-22_14h54.26.354,2025-01-22 14:54:36,None,None,2,,,2.094049072265625,1,8,approach,normal,heart,0.4,1.5198295000009239,6,85,80,77,accept,1.3537427999544889,success,77,302,"[442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0]",442.0,1.0208439000416547,None
reward-effort-pgACC-TUS,R88533/RE002,B_1,1,2025-01-22_14h54.26.354,2025-01-22 14:54:36,None,None,2,,,2.094049072265625,1,9,approach,normal,heart,None,None,None,100,20,19,accept,4.660109700052999,success,19,321,"[442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0]",442.0,1.030687400023453,None
reward-effort-pgACC-TUS,R88533/RE002,B_1,1,2025-01-22_14h54.26.354,2025-01-22 14:54:36,None,None,2,,,2.094049072265625,1,10,approach,normal,heart,None,None,None,50,60,63,accept,2.7998919000383466,success,63,384,"[442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0, 442.0]",442.0,1.0387335000559688,None
