expName,curec_ID,session,session_nr,date,end_date,participant,age,gender,gripper_baseline,max_effort_calibration_1,max_effort_calibration_2,max_effort_calibration_3,max_effort,max_effort_baseline_corrected,trial_count,reward_offer,next_reward_offer,reward_earned,total_reward,effort_offer,next_effort_offer,effort_expended,estimated_k,estimated_net_value,participant_response,participant_choice_response_time,participant_effort_response_time
pgACC-TUS-staircase,,,,2024-02-01_16h35.13.855,None,,,,-0.08514404296875,0.5144500732421875,0.9099324544270834,0.7156982421875,0.8128153483072917,0.8979593912760417,0,18,None,0,0,6,None,None,0.5,<function <lambda> at 0x000001D665F5CCA0>,None,None,None
pgACC-TUS-staircase,,,,2024-02-01_16h35.13.855,None,,,,-0.08514404296875,0.5144500732421875,0.9099324544270834,0.7156982421875,0.8128153483072917,0.8979593912760417,1,18,8,18,18,6,3,0.560302734375,0.5,0.0,None,5.242840500082821,None
pgACC-TUS-staircase,,,,2024-02-01_16h35.13.855,None,,,,-0.08514404296875,0.5144500732421875,0.9099324544270834,0.7156982421875,0.8128153483072917,0.8979593912760417,1,8,8,18,18,3,3,0.560302734375,0.5,0.0,None,5.242840500082821,None
pgACC-TUS-staircase,,,,2024-02-01_16h35.13.855,None,,,,-0.08514404296875,0.5144500732421875,0.9099324544270834,0.7156982421875,0.8128153483072917,0.8979593912760417,2,8,28,8,26,3,9,0.3741455078125,0.5,3.5,None,2.09587889991235,None
pgACC-TUS-staircase,,,,2024-02-01_16h35.13.855,None,,,,-0.08514404296875,0.5144500732421875,0.9099324544270834,0.7156982421875,0.8128153483072917,0.8979593912760417,2,28,28,8,26,9,9,0.3741455078125,0.5,3.5,None,2.09587889991235,None
pgACC-TUS-staircase,,,,2024-02-01_16h35.13.855,None,,,,-0.08514404296875,0.5144500732421875,0.9099324544270834,0.7156982421875,0.8128153483072917,0.8979593912760417,3,28,9,28,54,9,5,0.79345703125,0.4162834060173129,-12.5,None,1.2625656999880448,None
pgACC-TUS-staircase,,,,2024-02-01_16h35.13.855,None,,,,-0.08514404296875,0.5144500732421875,0.9099324544270834,0.7156982421875,0.8128153483072917,0.8979593912760417,3,9,9,28,54,5,5,0.79345703125,0.4162834060173129,-12.5,None,1.2625656999880448,None
pgACC-TUS-staircase,,,,2024-02-01_16h35.13.855,None,,,,-0.08514404296875,0.5144500732421875,0.9099324544270834,0.7156982421875,0.8128153483072917,0.8979593912760417,4,9,8,9,63,5,5,0.51239013671875,0.3391986546618503,-1.4070851504328221,None,1.719911599997431,None
pgACC-TUS-staircase,,,,2024-02-01_16h35.13.855,None,,,,-0.08514404296875,0.5144500732421875,0.9099324544270834,0.7156982421875,0.8128153483072917,0.8979593912760417,4,8,8,9,63,5,5,0.51239013671875,0.3391986546618503,-1.4070851504328221,None,1.719911599997431,None
pgACC-TUS-staircase,,,,2024-02-01_16h35.13.855,None,,,,-0.08514404296875,0.5144500732421875,0.9099324544270834,0.7156982421875,0.8128153483072917,0.8979593912760417,5,8,8,9,72,5,4,0.51239013671875,0.3391986546618503,-0.47996636654625746,None,1.5310970999998972,None
pgACC-TUS-staircase,,,,2024-02-01_16h35.13.855,None,,,,-0.08514404296875,0.5144500732421875,0.9099324544270834,0.7156982421875,0.8128153483072917,0.8979593912760417,5,8,8,9,72,4,4,0.51239013671875,0.3391986546618503,-0.47996636654625746,None,1.5310970999998972,None
pgACC-TUS-staircase,,,,2024-02-01_16h35.13.855,None,,,,-0.08514404296875,0.5144500732421875,0.9099324544270834,0.7156982421875,0.8128153483072917,0.8979593912760417,5,8,8,9,72,4,4,0.51239013671875,0.3391986546618503,-0.47996636654625746,None,1.5310970999998972,None
