expName,curec_ID,session_nr,date,end_date,participant,age,gender,gripper_baseline,max_effort_calibration_1,max_effort_calibration_2,max_effort_calibration_3,max_effort,max_effort_baseline_corrected,trial_count,reward_offer,next_reward_offer,reward_earned,total_reward,effort_offer,next_effort_offer,effort_expended,estimated_k,estimated_net_value,participant_response,participant_choice_response_time,participant_effort_response_time
pgACC-TUS-staircase,,1,2024-02-02_10h39.29.464,None,01,,,-0.06591796875,2.2092982700892856,2.023193359375,1.99755859375,2.0103759765625,2.0762939453125,0,18,None,0,0,6,None,None,0.5,<function <lambda> at 0x0000021605007AF0>,None,None,None
pgACC-TUS-staircase,,1,2024-02-02_10h39.29.464,None,01,,,-0.06591796875,2.2092982700892856,2.023193359375,1.99755859375,2.0103759765625,2.0762939453125,1,18,12,18,18,6,5,1.2872314453125,0.5,0.0,None,2.0057165999896824,None
pgACC-TUS-staircase,,1,2024-02-02_10h39.29.464,None,01,,,-0.06591796875,2.2092982700892856,2.023193359375,1.99755859375,2.0103759765625,2.0762939453125,1,12,12,18,18,5,5,1.2872314453125,0.5,0.0,None,2.0057165999896824,None
pgACC-TUS-staircase,,1,2024-02-02_10h39.29.464,None,01,,,-0.06591796875,2.2092982700892856,2.023193359375,1.99755859375,2.0103759765625,2.0762939453125,2,12,8,12,30,5,3,1.14715576171875,0.4067997598160582,-0.5,None,2.23634740000125,None
pgACC-TUS-staircase,,1,2024-02-02_10h39.29.464,None,01,,,-0.06591796875,2.2092982700892856,2.023193359375,1.99755859375,2.0103759765625,2.0762939453125,2,8,8,12,30,3,3,1.14715576171875,0.4067997598160582,-0.5,None,2.23634740000125,None
pgACC-TUS-staircase,,1,2024-02-02_10h39.29.464,None,01,,,-0.06591796875,2.2092982700892856,2.023193359375,1.99755859375,2.0103759765625,2.0762939453125,3,8,28,12,42,3,9,1.14715576171875,0.4905163537987453,4.338802161655476,None,3.009760499931872,None
pgACC-TUS-staircase,,1,2024-02-02_10h39.29.464,None,01,,,-0.06591796875,2.2092982700892856,2.023193359375,1.99755859375,2.0103759765625,2.0762939453125,3,28,28,12,42,9,9,1.14715576171875,0.4905163537987453,4.338802161655476,None,3.009760499931872,None
pgACC-TUS-staircase,,1,2024-02-02_10h39.29.464,None,01,,,-0.06591796875,2.2092982700892856,2.023193359375,1.99755859375,2.0103759765625,2.0762939453125,4,28,26,28,70,9,8,1.82861328125,0.4134316024432827,-11.731824657698368,None,2.583057999960147,None
pgACC-TUS-staircase,,1,2024-02-02_10h39.29.464,None,01,,,-0.06591796875,2.2092982700892856,2.023193359375,1.99755859375,2.0103759765625,2.0762939453125,4,26,26,28,70,8,8,1.82861328125,0.4134316024432827,-11.731824657698368,None,2.583057999960147,None
pgACC-TUS-staircase,,1,2024-02-02_10h39.29.464,None,01,,,-0.06591796875,2.2092982700892856,2.023193359375,1.99755859375,2.0103759765625,2.0762939453125,5,26,8,28,98,8,1,1.82861328125,0.4134316024432827,-0.45962255637009264,None,2.2938379999250174,None
pgACC-TUS-staircase,,1,2024-02-02_10h39.29.464,None,01,,,-0.06591796875,2.2092982700892856,2.023193359375,1.99755859375,2.0103759765625,2.0762939453125,5,8,8,28,98,1,1,1.82861328125,0.4134316024432827,-0.45962255637009264,None,2.2938379999250174,None
pgACC-TUS-staircase,,1,2024-02-02_10h39.29.464,None,01,,,-0.06591796875,2.2092982700892856,2.023193359375,1.99755859375,2.0103759765625,2.0762939453125,6,8,8,8,106,1,3,0.59295654296875,0.4134316024432827,7.586568397556717,None,2.0480125999310985,None
pgACC-TUS-staircase,,1,2024-02-02_10h39.29.464,None,01,,,-0.06591796875,2.2092982700892856,2.023193359375,1.99755859375,2.0103759765625,2.0762939453125,6,8,8,8,106,3,3,0.59295654296875,0.4134316024432827,7.586568397556717,None,2.0480125999310985,None
pgACC-TUS-staircase,,1,2024-02-02_10h39.29.464,None,01,,,-0.06591796875,2.2092982700892856,2.023193359375,1.99755859375,2.0103759765625,2.0762939453125,7,8,8,8,114,3,1,0.59295654296875,0.47857577472877044,4.2791155780104555,None,1.9656592999817804,None
pgACC-TUS-staircase,,1,2024-02-02_10h39.29.464,None,01,,,-0.06591796875,2.2092982700892856,2.023193359375,1.99755859375,2.0103759765625,2.0762939453125,7,8,8,8,114,1,1,0.59295654296875,0.47857577472877044,4.2791155780104555,None,1.9656592999817804,None
pgACC-TUS-staircase,,1,2024-02-02_10h39.29.464,None,01,,,-0.06591796875,2.2092982700892856,2.023193359375,1.99755859375,2.0103759765625,2.0762939453125,8,8,16,8,122,1,6,0.3253173828125,0.47857577472877044,7.52142422527123,None,2.0709947999566793,None
