expName,curec_ID,session_nr,date,end_date,participant,age,gender,gripper_baseline,max_effort_calibration_1,max_effort_calibration_2,max_effort_calibration_3,max_effort,max_effort_baseline_corrected,trial_count,reward_offer,next_reward_offer,reward_earned,total_reward,effort_offer,next_effort_offer,effort_expended,estimated_k,estimated_net_value,participant_response,participant_choice_response_time,participant_effort_response_time
pgACC-TUS-staircase,,1,2024-02-02_10h28.15.419,None,999,,,-0.0665283203125,2.410365513392857,2.27801513671875,2.1068318684895835,2.192423502604167,2.258951822916667,0,18,None,0,0,6,None,None,0.5,<function <lambda> at 0x0000021C8EF56AF0>,None,None,None
pgACC-TUS-staircase,,1,2024-02-02_10h28.15.419,None,999,,,-0.0665283203125,2.410365513392857,2.27801513671875,2.1068318684895835,2.192423502604167,2.258951822916667,1,18,8,-1,-1,6,3,None,0.5,0.0,None,2.771725400001742,None
pgACC-TUS-staircase,,1,2024-02-02_10h28.15.419,None,999,,,-0.0665283203125,2.410365513392857,2.27801513671875,2.1068318684895835,2.192423502604167,2.258951822916667,1,8,8,-1,-1,3,3,None,0.5,0.0,None,2.771725400001742,None
pgACC-TUS-staircase,,1,2024-02-02_10h28.15.419,None,999,,,-0.0665283203125,2.410365513392857,2.27801513671875,2.1068318684895835,2.192423502604167,2.258951822916667,2,8,8,-1,-2,3,1,None,0.5932002401839418,3.5,None,5.389610099955462,None
pgACC-TUS-staircase,,1,2024-02-02_10h28.15.419,None,999,,,-0.0665283203125,2.410365513392857,2.27801513671875,2.1068318684895835,2.192423502604167,2.258951822916667,2,8,8,-1,-2,1,1,None,0.5932002401839418,3.5,None,5.389610099955462,None
pgACC-TUS-staircase,,1,2024-02-02_10h28.15.419,None,999,,,-0.0665283203125,2.410365513392857,2.27801513671875,2.1068318684895835,2.192423502604167,2.258951822916667,3,8,8,8,6,1,3,0.50018310546875,0.5932002401839418,7.406799759816058,None,2.534832999925129,None
pgACC-TUS-staircase,,1,2024-02-02_10h28.15.419,None,999,,,-0.0665283203125,2.410365513392857,2.27801513671875,2.1068318684895835,2.192423502604167,2.258951822916667,3,8,8,8,6,3,3,0.50018310546875,0.5932002401839418,7.406799759816058,None,2.534832999925129,None
pgACC-TUS-staircase,,1,2024-02-02_10h28.15.419,None,999,,,-0.0665283203125,2.410365513392857,2.27801513671875,2.1068318684895835,2.192423502604167,2.258951822916667,4,8,16,8,14,3,5,0.50018310546875,0.6702849915394045,2.661197838344524,None,2.4254475999623537,None
pgACC-TUS-staircase,,1,2024-02-02_10h28.15.419,None,999,,,-0.0665283203125,2.410365513392857,2.27801513671875,2.1068318684895835,2.192423502604167,2.258951822916667,4,16,16,8,14,5,5,0.50018310546875,0.6702849915394045,2.661197838344524,None,2.4254475999623537,None
pgACC-TUS-staircase,,1,2024-02-02_10h28.15.419,None,999,,,-0.0665283203125,2.410365513392857,2.27801513671875,2.1068318684895835,2.192423502604167,2.258951822916667,5,16,8,16,30,5,3,1.17431640625,0.5981502394949563,-0.7571247884851111,None,1.8374056000029668,None
pgACC-TUS-staircase,,1,2024-02-02_10h28.15.419,None,999,,,-0.0665283203125,2.410365513392857,2.27801513671875,2.1068318684895835,2.192423502604167,2.258951822916667,5,8,8,16,30,3,3,1.17431640625,0.5981502394949563,-0.7571247884851111,None,1.8374056000029668,None
pgACC-TUS-staircase,,1,2024-02-02_10h28.15.419,None,999,,,-0.0665283203125,2.410365513392857,2.27801513671875,2.1068318684895835,2.192423502604167,2.258951822916667,5,8,8,16,30,3,3,1.17431640625,0.5981502394949563,-0.7571247884851111,None,1.8374056000029668,None
