expName,curec_ID,session,session_nr,date,end_date,participant,age,gender,handedness,gripper_baseline,max_effort_calibration_1,max_effort_calibration_2,max_effort_calibration_3,max_effort,trial_count,reward,effort,estimated_k,estimated_net_value,participant_response
pgACC-TUS-staircase,,,,2024-01-31_18h23.10.821,None,,,,,-0.0811767578125,0.57373046875,0.9550984700520834,2.672119140625,1.8136088053385417,0,18,6,0.5,0.0,None
pgACC-TUS-staircase,,,,2024-01-31_18h23.10.821,None,,,,,-0.0811767578125,0.57373046875,0.9550984700520834,2.672119140625,1.8136088053385417,1,18,6,0.5,0.0,None
pgACC-TUS-staircase,,,,2024-01-31_18h23.10.821,None,,,,,-0.0811767578125,0.57373046875,0.9550984700520834,2.672119140625,1.8136088053385417,1,17,6,0.5,0.0,None
pgACC-TUS-staircase,,,,2024-01-31_18h23.10.821,None,,,,,-0.0811767578125,0.57373046875,0.9550984700520834,2.672119140625,1.8136088053385417,2,17,6,0.4067997598160582,-1.0,None
pgACC-TUS-staircase,,,,2024-01-31_18h23.10.821,None,,,,,-0.0811767578125,0.57373046875,0.9550984700520834,2.672119140625,1.8136088053385417,2,8,4,0.4067997598160582,-1.0,None
pgACC-TUS-staircase,,,,2024-01-31_18h23.10.821,None,,,,,-0.0811767578125,0.57373046875,0.9550984700520834,2.672119140625,1.8136088053385417,3,8,4,0.4067997598160582,1.4912038429430687,None
pgACC-TUS-staircase,,,,2024-01-31_18h23.10.821,None,,,,,-0.0811767578125,0.57373046875,0.9550984700520834,2.672119140625,1.8136088053385417,3,10,5,0.4067997598160582,1.4912038429430687,None
pgACC-TUS-staircase,,,,2024-01-31_18h23.10.821,None,,,,,-0.0811767578125,0.57373046875,0.9550984700520834,2.672119140625,1.8136088053385417,4,10,5,0.3297150084605956,-0.16999399540145532,None
pgACC-TUS-staircase,,,,2024-01-31_18h23.10.821,None,,,,,-0.0811767578125,0.57373046875,0.9550984700520834,2.672119140625,1.8136088053385417,4,8,1,0.3297150084605956,-0.16999399540145532,None
pgACC-TUS-staircase,,,,2024-01-31_18h23.10.821,None,,,,,-0.0811767578125,0.57373046875,0.9550984700520834,2.672119140625,1.8136088053385417,5,8,1,0.3297150084605956,7.670284991539404,None
pgACC-TUS-staircase,,,,2024-01-31_18h23.10.821,None,,,,,-0.0811767578125,0.57373046875,0.9550984700520834,2.672119140625,1.8136088053385417,5,12,6,0.3297150084605956,7.670284991539404,None
pgACC-TUS-staircase,,,,2024-01-31_18h23.10.821,None,,,,,-0.0811767578125,0.57373046875,0.9550984700520834,2.672119140625,1.8136088053385417,5,12,6,0.3297150084605956,7.670284991539404,None
