expName,curec_ID,session,session_nr,date,end_date,participant,age,gender,handedness,gripper_baseline,max_effort_calibration_1,max_effort_calibration_2,max_effort_calibration_3,max_effort,trial_count,reward,effort,estimated_k,estimated_net_value,participant_response
pgACC-TUS-staircase,,,,2024-01-31_18h13.02.716,None,,,,,-0.08026123046875,2.659149169921875,2.92724609375,2.6749674479166665,2.801106770833333,0,18,6,0.5,0.0,None
pgACC-TUS-staircase,,,,2024-01-31_18h13.02.716,None,,,,,-0.08026123046875,2.659149169921875,2.92724609375,2.6749674479166665,2.801106770833333,1,18,6,0.5,0.0,None
pgACC-TUS-staircase,,,,2024-01-31_18h13.02.716,None,,,,,-0.08026123046875,2.659149169921875,2.92724609375,2.6749674479166665,2.801106770833333,1,8,4,0.5,0.0,None
pgACC-TUS-staircase,,,,2024-01-31_18h13.02.716,None,,,,,-0.08026123046875,2.659149169921875,2.92724609375,2.6749674479166665,2.801106770833333,2,8,4,0.5,0.0,None
pgACC-TUS-staircase,,,,2024-01-31_18h13.02.716,None,,,,,-0.08026123046875,2.659149169921875,2.92724609375,2.6749674479166665,2.801106770833333,2,28,8,0.5,0.0,None
pgACC-TUS-staircase,,,,2024-01-31_18h13.02.716,None,,,,,-0.08026123046875,2.659149169921875,2.92724609375,2.6749674479166665,2.801106770833333,3,28,8,0.4162834060173129,-4.0,None
pgACC-TUS-staircase,,,,2024-01-31_18h13.02.716,None,,,,,-0.08026123046875,2.659149169921875,2.92724609375,2.6749674479166665,2.801106770833333,3,26,8,0.4162834060173129,-4.0,None
pgACC-TUS-staircase,,,,2024-01-31_18h13.02.716,None,,,,,-0.08026123046875,2.659149169921875,2.92724609375,2.6749674479166665,2.801106770833333,4,26,8,0.4162834060173129,-0.6421379851080253,None
pgACC-TUS-staircase,,,,2024-01-31_18h13.02.716,None,,,,,-0.08026123046875,2.659149169921875,2.92724609375,2.6749674479166665,2.801106770833333,4,15,6,0.4162834060173129,-0.6421379851080253,None
pgACC-TUS-staircase,,,,2024-01-31_18h13.02.716,None,,,,,-0.08026123046875,2.659149169921875,2.92724609375,2.6749674479166665,2.801106770833333,5,15,6,0.4884181580617611,0.013797383376735084,None
pgACC-TUS-staircase,,,,2024-01-31_18h13.02.716,None,,,,,-0.08026123046875,2.659149169921875,2.92724609375,2.6749674479166665,2.801106770833333,5,28,9,0.4884181580617611,0.013797383376735084,None
pgACC-TUS-staircase,,,,2024-01-31_18h13.02.716,None,,,,,-0.08026123046875,2.659149169921875,2.92724609375,2.6749674479166665,2.801106770833333,5,28,9,0.4884181580617611,0.013797383376735084,None
