expName,curec_ID,session_nr,date,end_date,participant,age,gender,gripper_baseline,max_effort_calibration_1,max_effort_calibration_2,max_effort_calibration_3,max_effort,max_effort_baseline_corrected,trial_count,reward_offer,next_reward_offer,reward_earned,total_reward,effort_offer,next_effort_offer,effort_expended,estimated_k,estimated_net_value,participant_response,participant_choice_response_time,participant_effort_response_time
pgACC-TUS-staircase,,1,2024-02-02_10h17.37.250,None,999,,,-0.09185791015625,1.5542166573660714,2.598114013671875,2.8809814453125,2.7395477294921875,2.8314056396484375,0,18,None,0,0,6,None,None,0.5,<function <lambda> at 0x0000022DC5306AF0>,None,None,None
pgACC-TUS-staircase,,1,2024-02-02_10h17.37.250,None,999,,,-0.09185791015625,1.5542166573660714,2.598114013671875,2.8809814453125,2.7395477294921875,2.8314056396484375,1,18,8,0,0,6,1,None,0.5,0.0,None,11.5247728000395,None
pgACC-TUS-staircase,,1,2024-02-02_10h17.37.250,None,999,,,-0.09185791015625,1.5542166573660714,2.598114013671875,2.8809814453125,2.7395477294921875,2.8314056396484375,1,8,8,0,0,1,1,None,0.5,0.0,None,11.5247728000395,None
pgACC-TUS-staircase,,1,2024-02-02_10h17.37.250,None,999,,,-0.09185791015625,1.5542166573660714,2.598114013671875,2.8809814453125,2.7395477294921875,2.8314056396484375,2,8,8,8,8,1,1,0.5615234375,0.5,7.5,None,2.6275142000522465,None
pgACC-TUS-staircase,,1,2024-02-02_10h17.37.250,None,999,,,-0.09185791015625,1.5542166573660714,2.598114013671875,2.8809814453125,2.7395477294921875,2.8314056396484375,2,8,8,8,8,1,1,0.5615234375,0.5,7.5,None,2.6275142000522465,None
pgACC-TUS-staircase,,1,2024-02-02_10h17.37.250,None,999,,,-0.09185791015625,1.5542166573660714,2.598114013671875,2.8809814453125,2.7395477294921875,2.8314056396484375,3,8,8,8,16,1,1,1.16790771484375,0.5,7.5,None,0.8953471999848261,None
pgACC-TUS-staircase,,1,2024-02-02_10h17.37.250,None,999,,,-0.09185791015625,1.5542166573660714,2.598114013671875,2.8809814453125,2.7395477294921875,2.8314056396484375,3,8,8,8,16,1,1,1.16790771484375,0.5,7.5,None,0.8953471999848261,None
pgACC-TUS-staircase,,1,2024-02-02_10h17.37.250,None,999,,,-0.09185791015625,1.5542166573660714,2.598114013671875,2.8809814453125,2.7395477294921875,2.8314056396484375,4,8,17,8,24,1,6,0.73944091796875,0.5,7.5,None,2.1740746999857947,None
pgACC-TUS-staircase,,1,2024-02-02_10h17.37.250,None,999,,,-0.09185791015625,1.5542166573660714,2.598114013671875,2.8809814453125,2.7395477294921875,2.8314056396484375,4,17,17,8,24,6,6,0.73944091796875,0.5,7.5,None,2.1740746999857947,None
pgACC-TUS-staircase,,1,2024-02-02_10h17.37.250,None,999,,,-0.09185791015625,1.5542166573660714,2.598114013671875,2.8809814453125,2.7395477294921875,2.8314056396484375,5,17,10,17,41,6,5,2.01568603515625,0.4278652479555518,-1.0,None,1.2245273999869823,None
pgACC-TUS-staircase,,1,2024-02-02_10h17.37.250,None,999,,,-0.09185791015625,1.5542166573660714,2.598114013671875,2.8809814453125,2.7395477294921875,2.8314056396484375,5,10,10,17,41,5,5,2.01568603515625,0.4278652479555518,-1.0,None,1.2245273999869823,None
pgACC-TUS-staircase,,1,2024-02-02_10h17.37.250,None,999,,,-0.09185791015625,1.5542166573660714,2.598114013671875,2.8809814453125,2.7395477294921875,2.8314056396484375,5,10,10,17,41,5,5,2.01568603515625,0.4278652479555518,-1.0,None,1.2245273999869823,None
