trial_number,outcome_level,actual_outcome,effort,action_type,effort_state,attention_focus
1,100,113,85,approach,true,outcome
2,20,21,55,approach,true,outcome
3,80,67,80,approach,true,outcome
4,100,99,85,approach,true,outcome
5,60,63,90,approach,true,outcome
6,40,37,55,approach,true,outcome
7,40,41,55,approach,true,outcome
8,40,40,50,approach,true,outcome
9,100,100,55,approach,true,outcome
10,20,19,50,approach,true,outcome
11,60,62,100,approach,true,outcome
12,80,89,80,approach,true,outcome
13,100,90,80,approach,true,outcome
14,40,44,75,approach,true,outcome
15,100,102,75,approach,true,outcome
16,80,83,65,approach,true,outcome
17,60,53,65,approach,true,outcome
18,80,81,100,approach,true,outcome
19,60,68,70,approach,true,outcome
20,60,53,70,approach,true,outcome
21,80,64,90,approach,true,outcome
22,80,66,75,approach,true,outcome
23,80,82,50,approach,true,outcome
24,40,49,95,approach,true,outcome
25,40,44,50,approach,true,outcome
26,40,46,80,approach,true,outcome
27,20,20,70,approach,true,outcome
28,60,68,60,approach,true,outcome
29,40,38,100,approach,true,outcome
30,60,63,65,approach,true,outcome
31,100,97,95,approach,true,outcome
32,40,37,60,approach,true,outcome
33,80,81,75,approach,true,outcome
34,80,76,60,approach,true,outcome
35,20,22,65,approach,true,outcome
36,60,61,60,approach,true,outcome
37,20,20,95,approach,true,outcome
38,40,38,85,approach,true,outcome
39,60,67,50,approach,true,outcome
40,40,37,90,approach,true,outcome
41,40,42,60,approach,true,outcome
42,20,19,55,approach,true,outcome
43,80,72,70,approach,true,outcome
44,60,57,75,approach,true,outcome
45,20,18,85,approach,true,outcome
46,100,97,90,approach,true,outcome
47,60,57,55,approach,true,outcome
48,60,61,85,approach,true,outcome
49,100,105,90,approach,true,outcome
50,100,98,80,approach,true,outcome
51,-40,-40,80,avoid,true,outcome
52,-100,-97,70,avoid,true,outcome
53,-60,-63,95,avoid,true,outcome
54,-40,-37,80,avoid,true,outcome
55,-60,-54,95,avoid,true,outcome
56,-40,-39,75,avoid,true,outcome
57,-40,-30,85,avoid,true,outcome
58,-80,-72,90,avoid,true,outcome
59,-100,-101,80,avoid,true,outcome
60,-80,-82,55,avoid,true,outcome
61,-80,-81,95,avoid,true,outcome
62,-20,-21,60,avoid,true,outcome
63,-60,-53,60,avoid,true,outcome
64,-20,-21,55,avoid,true,outcome
65,-20,-20,55,avoid,true,outcome
66,-40,-42,60,avoid,true,outcome
67,-80,-71,80,avoid,true,outcome
68,-80,-91,100,avoid,true,outcome
69,-100,-103,75,avoid,true,outcome
70,-60,-60,80,avoid,true,outcome
71,-60,-58,65,avoid,true,outcome
72,-20,-19,65,avoid,true,outcome
73,-20,-20,65,avoid,true,outcome
74,-100,-90,55,avoid,true,outcome
75,-20,-19,90,avoid,true,outcome
76,-20,-15,60,avoid,true,outcome
77,-40,-46,95,avoid,true,outcome
78,-60,-56,100,avoid,true,outcome
79,-40,-44,90,avoid,true,outcome
80,-60,-64,100,avoid,true,outcome
81,-40,-32,75,avoid,true,outcome
82,-100,-82,100,avoid,true,outcome
83,-60,-71,50,avoid,true,outcome
84,-100,-102,65,avoid,true,outcome
85,-40,-40,50,avoid,true,outcome
86,-100,-121,60,avoid,true,outcome
87,-40,-40,55,avoid,true,outcome
88,-40,-38,65,avoid,true,outcome
89,-20,-19,50,avoid,true,outcome
90,-80,-95,65,avoid,true,outcome
91,-80,-71,50,avoid,true,outcome
92,-40,-39,100,avoid,true,outcome
93,-100,-100,95,avoid,true,outcome
94,-60,-64,55,avoid,true,outcome
95,-60,-55,85,avoid,true,outcome
96,-20,-18,50,avoid,true,outcome
97,-20,-20,80,avoid,true,outcome
98,-80,-79,100,avoid,true,outcome
99,-100,-91,90,avoid,true,outcome
100,-80,-95,70,avoid,true,outcome
