trial_number,outcome_level,actual_outcome,effort,action_type,effort_state,attention_focus
1,100,96,85,approach,true,outcome
2,60,64,50,approach,true,outcome
3,100,102,85,approach,true,outcome
4,20,18,65,approach,true,outcome
5,40,30,50,approach,true,outcome
6,80,87,75,approach,true,outcome
7,80,89,55,approach,true,outcome
8,60,50,70,approach,true,outcome
9,80,93,80,approach,true,outcome
10,60,57,70,approach,true,outcome
11,80,101,50,approach,true,outcome
12,80,84,75,approach,true,outcome
13,80,77,85,approach,true,outcome
14,100,112,95,approach,true,outcome
15,20,20,75,approach,true,outcome
16,100,101,80,approach,true,outcome
17,100,100,75,approach,true,outcome
18,80,78,65,approach,true,outcome
19,40,42,55,approach,true,outcome
20,100,108,90,approach,true,outcome
21,40,41,55,approach,true,outcome
22,100,118,100,approach,true,outcome
23,40,34,60,approach,true,outcome
24,80,76,100,approach,true,outcome
25,60,64,60,approach,true,outcome
26,40,35,60,approach,true,outcome
27,100,115,80,approach,true,outcome
28,100,107,95,approach,true,outcome
29,60,58,65,approach,true,outcome
30,20,21,100,approach,true,outcome
31,40,37,70,approach,true,outcome
32,60,51,75,approach,true,outcome
33,80,86,80,approach,true,outcome
34,100,109,90,approach,true,outcome
35,60,60,75,approach,true,outcome
36,100,99,55,approach,true,outcome
37,100,78,70,approach,true,outcome
38,20,18,80,approach,true,outcome
39,80,76,85,approach,true,outcome
40,20,20,85,approach,true,outcome
41,60,68,100,approach,true,outcome
42,60,56,55,approach,true,outcome
43,80,73,95,approach,true,outcome
44,60,65,85,approach,true,outcome
45,40,39,90,approach,true,outcome
46,80,69,70,approach,true,outcome
47,60,67,65,approach,true,outcome
48,40,36,65,approach,true,outcome
49,40,37,65,approach,true,outcome
50,80,71,70,approach,true,outcome
51,-40,-38,85,avoid,true,outcome
52,-20,-17,70,avoid,true,outcome
53,-20,-20,55,avoid,true,outcome
54,-20,-19,55,avoid,true,outcome
55,-40,-41,70,avoid,true,outcome
56,-100,-76,75,avoid,true,outcome
57,-20,-16,60,avoid,true,outcome
58,-100,-105,55,avoid,true,outcome
59,-40,-37,80,avoid,true,outcome
60,-40,-36,80,avoid,true,outcome
61,-80,-76,60,avoid,true,outcome
62,-100,-107,85,avoid,true,outcome
63,-40,-40,65,avoid,true,outcome
64,-60,-55,95,avoid,true,outcome
65,-100,-95,70,avoid,true,outcome
66,-80,-86,65,avoid,true,outcome
67,-60,-57,90,avoid,true,outcome
68,-60,-66,95,avoid,true,outcome
69,-80,-97,100,avoid,true,outcome
70,-100,-98,90,avoid,true,outcome
71,-60,-54,75,avoid,true,outcome
72,-40,-38,75,avoid,true,outcome
73,-60,-51,80,avoid,true,outcome
74,-20,-16,60,avoid,true,outcome
75,-20,-19,85,avoid,true,outcome
76,-60,-63,65,avoid,true,outcome
77,-20,-20,90,avoid,true,outcome
78,-40,-45,95,avoid,true,outcome
79,-100,-100,60,avoid,true,outcome
80,-80,-80,70,avoid,true,outcome
81,-60,-58,50,avoid,true,outcome
82,-20,-17,70,avoid,true,outcome
83,-100,-121,65,avoid,true,outcome
84,-60,-55,85,avoid,true,outcome
85,-80,-84,80,avoid,true,outcome
86,-20,-18,75,avoid,true,outcome
87,-100,-98,80,avoid,true,outcome
88,-20,-22,80,avoid,true,outcome
89,-80,-73,85,avoid,true,outcome
90,-60,-64,90,avoid,true,outcome
91,-40,-37,75,avoid,true,outcome
92,-20,-21,65,avoid,true,outcome
93,-40,-41,85,avoid,true,outcome
94,-80,-79,50,avoid,true,outcome
95,-60,-48,100,avoid,true,outcome
96,-60,-55,55,avoid,true,outcome
97,-40,-40,50,avoid,true,outcome
98,-60,-50,60,avoid,true,outcome
99,-20,-19,65,avoid,true,outcome
100,-100,-102,50,avoid,true,outcome
