expName,curec_ID,trial_schedule,session_nr,date,start_time,end_time,duration,participant,age,gender,max_strength,block_number,trial_count,block_action_type,block_global_effort_state,block_attention_focus,trial_rating,trial_effort,trial_outcome_level,trial_actual_outcome,response,response_time,result,points,cumulative_points,effort_trace,effort_expended,effort_response_time,final_bonus_payment
reward-effort-pgACC-TUS,R88533/RE002,training,0,2024-07-30_17h53.05.107,2024-07-30 17:58:35,None,None,4,,,1.6367454528808594,1,1,approach,normal,heart,None,50,40,42,accept,13.952804200118408,failure,0,0,"[0.876328184905247, 0.8576829043753481, 0.8576829043753481, 0.8390376238454492, 0.8203923433155504, 0.8203923433155504, 0.8203923433155504, 0.8390376238454492, 0.8390376238454492, 0.876328184905247, 0.8949734654351459, 0.9509093070248424, 0.9509093070248424, 0.876328184905247, 0.8576829043753481, 0.8576829043753481, 0.8576829043753481, 0.8576829043753481, 0.8390376238454492, 0.8576829043753481, 0.8576829043753481, 0.8949734654351459, 0.8949734654351459, 0.9136187459650449, 0.9136187459650449, 0.9136187459650449, 0.8390376238454492, 0.8576829043753481, 0.8576829043753481, 0.8576829043753481, 0.8390376238454492, 0.8949734654351459, 0.8949734654351459, 0.876328184905247, 0.8576829043753481, 0.8949734654351459, 0.8949734654351459, 0.8949734654351459, 0.876328184905247, 0.8390376238454492, 0.8203923433155504, 0.8203923433155504, 0.8576829043753481, 0.8576829043753481, 0.8390376238454492, 0.8390376238454492, 0.9136187459650449, 0.876328184905247, 0.8576829043753481, 0.8576829043753481, 0.8949734654351459, 0.876328184905247, 0.8203923433155504, 0.8203923433155504, 0.8203923433155504, 0.8390376238454492, 0.876328184905247, 0.876328184905247, 0.876328184905247, 0.8390376238454492, 0.8949734654351459, 0.8576829043753481, 0.9322640264949436, 0.9322640264949436, 0.8949734654351459, 0.876328184905247, 0.876328184905247, 0.8949734654351459, 0.8949734654351459, 0.8390376238454492, 0.876328184905247, 0.876328184905247, 0.8390376238454492, 0.8390376238454492, 0.8390376238454492, 0.8390376238454492, 0.8390376238454492, 0.8390376238454492, 0.8203923433155504, 0.8017470627856516, 0.876328184905247, 0.876328184905247, 0.8949734654351459, 0.9322640264949436, 0.9136187459650449, 0.9136187459650449, 0.876328184905247, 0.876328184905247, 0.8576829043753481, 0.8390376238454492, 0.8390376238454492, 0.8390376238454492, 0.8576829043753481, 0.8576829043753481, 0.8576829043753481, 0.8949734654351459, 0.9136187459650449, 0.9136187459650449, 0.8949734654351459, 0.9136187459650449, 0.876328184905247, 0.876328184905247, 0.8576829043753481, 0.8576829043753481, 0.876328184905247, 0.876328184905247, 0.876328184905247, 0.9136187459650449, 0.876328184905247, 0.9136187459650449, 0.9136187459650449, 0.8949734654351459, 0.8576829043753481, 0.876328184905247, 0.876328184905247, 0.8203923433155504, 0.8203923433155504, 0.8203923433155504, 0.8203923433155504, 0.8949734654351459, 0.876328184905247, 0.9136187459650449, 0.9136187459650449, 0.8576829043753481, 0.876328184905247, 0.876328184905247, 0.8576829043753481, 0.8576829043753481, 0.8390376238454492, 0.876328184905247, 0.876328184905247, 0.8576829043753481, 0.9509093070248424, 0.9136187459650449, 0.9136187459650449, 0.9136187459650449, 0.876328184905247, 0.8949734654351459, 0.8949734654351459, 0.8576829043753481, 0.8017470627856516, 0.8576829043753481, 0.8576829043753481, 0.876328184905247, 0.876328184905247, 0.8949734654351459, 0.8949734654351459, 0.8949734654351459, 0.9136187459650449, 0.8949734654351459, 0.8203923433155504, 0.8203923433155504, 0.8576829043753481, 0.8576829043753481, 0.8390376238454492, 0.8390376238454492, 0.8576829043753481, 0.8390376238454492, 0.8576829043753481, 0.8576829043753481, 0.8949734654351459, 0.8949734654351459, 0.8576829043753481, 0.8949734654351459, 0.9136187459650449, 0.9136187459650449, 1.0441357096743369, 1.3797507592125164, 1.3797507592125164, 1.3797507592125164, 2.4052411883569547, 3.4307316175013924, 5.668165281089258, 5.668165281089258, 7.047916040301774, 8.166632872095708, 8.78192712958237, 8.893798812761762, 8.893798812761762, 8.837862971172065, 9.192123301240144, 9.919289241906199, 10.478647657803167, 10.478647657803167, 10.627809902042358, 10.534583499392863, 9.676900595017516, 9.676900595017516, 9.620964753427819, 9.303994984419537, 8.446312080044189, 8.446312080044189, 7.849663103087426, 7.7564367004379315, 7.905598944677123, 8.12934231103591, 8.12934231103591, 8.912444093291661, 11.07529663475993, 14.487382971731424, 14.487382971731424, 14.580609374380918, 15.04674138762839, 16.35191102472131, 16.35191102472131, 18.160503236121503, 22.31840079428895, 33.67337663699737, 33.67337663699737, 44.6927374301676, 56.3087472002946, 68.85702099691655, 68.85702099691655, 75.73712951244921, 84.85467169156978, 95.01634958036466, 95.01634958036466, 100.83367710569311, 108.57146852560113, 116.42113162868857, 123.28259486369136, 123.28259486369136, 126.52687367589375, 128.27953004570423, 132.0831672738036, 132.0831672738036, 133.51885387460584, 133.5747897161955, 133.66801611884503, 133.6307255577852, 133.6307255577852, 133.79853308255431, 132.77304265340987, 133.14594826400784, 131.95265031009433, 131.95265031009433, 128.63379037577232, 126.22854918741537, 116.55164859239787, 116.55164859239787, 97.4775266103113, 73.35053360462217, 45.81145426196153, 31.62239577870849, 31.62239577870849, 19.931804886461897, 13.331375578877694, 9.080251618060752, 9.080251618060752, 6.880108515532685, 5.071516304132493, 4.008735313928257, 4.008735313928257, 3.169697690082808, 2.8154373600147298, 2.778146798954932, 2.778146798954932, 2.8527279210745276, 2.834082640544629, 2.8527279210745276, 2.8527279210745276, 2.908663762664224, 2.834082640544629, 2.796792079484831, 2.759501518425033, 2.759501518425033, 2.6662751157755387, 2.498467591006449, 2.5544034325961458, 2.349305346767258, 2.349305346767258, 2.4052411883569547, 2.4425317494167524, 2.461177029946651, 2.5544034325961458, 2.5544034325961458, 2.5544034325961458, 2.5916939936559436, 2.628984554715741, 2.628984554715741, 2.834082640544629, 3.076471287433314, 3.113761848493112, 3.113761848493112, 3.0205354458436173, 2.9459543237240218, 2.834082640544629, 2.796792079484831, 2.796792079484831, 2.759501518425033, 2.461177029946651, 2.2933695051775613, 2.2933695051775613, 3.188342970612707, 5.313904951021179, 6.339395380165616, 7.849663103087426, 7.849663103087426, 9.359930826009235, 10.57187406045266, 12.044851222314671]",0,5.002274799859151,None
reward-effort-pgACC-TUS,R88533/RE002,training,0,2024-07-30_17h53.05.107,2024-07-30 17:58:35,None,None,4,,,1.6367454528808594,1,2,approach,normal,heart,None,55,20,20,accept,4.663160199997947,success,20,20,"[3.8782183502189658, 3.8782183502189658, 3.8782183502189658, 3.8782183502189658, 3.8782183502189658, 3.8782183502189658, 3.840927789159168, 3.8595730696890667, 3.8595730696890667, 3.822282508629269, 3.840927789159168, 3.8595730696890667, 3.8968636307488644, 3.8968636307488644, 3.934154191808662, 3.8968636307488644, 3.8968636307488644, 3.8968636307488644, 3.822282508629269, 3.840927789159168, 3.840927789159168, 3.7849919475694707, 3.840927789159168, 3.8036372280993698, 3.8968636307488644, 3.8968636307488644, 3.8595730696890667, 3.8968636307488644, 3.934154191808662, 3.934154191808662, 3.915508911278763, 3.9714447528684595, 4.13925227763755, 5.79868224479855, 5.79868224479855, 6.973334918182178, 8.2785045552751, 9.285349703889638, 9.285349703889638, 11.392266403768211, 14.822998021269603, 16.612944952139898, 16.612944952139898, 17.992695711352415, 19.54025399533402, 21.311555645674414, 21.311555645674414, 22.915049771245716, 25.021966471124284, 27.818758550609118, 27.818758550609118, 30.652841191153748, 33.430987990108676, 38.18553452523289, 38.18553452523289, 42.9027904992973, 48.57095578038656, 54.94764172161197, 54.94764172161197, 58.564826144412365, 65.16525545199656, 69.3977341322836, 71.41142442951268, 71.41142442951268, 74.11499010634802, 77.62030284596901, 80.11877043697545, 80.11877043697545, 81.12561558559, 81.62903815989726, 85.17164146057806, 89.2736031771558, 89.2736031771558, 89.59057294616409, 89.3668295798053, 89.3668295798053, 90.61606337530851, 93.22640264949436, 93.46879129638305, 91.34322931597457, 91.34322931597457, 91.82800660975194, 93.99085915122022, 93.95356859016042, 93.95356859016042, 91.86529717081174, 92.29413862299943, 93.74847050433152, 93.74847050433152, 92.5924631114778, 91.49239156021378, 91.25000291332508, 91.25000291332508, 91.19406707173539, 90.26180304524044, 89.87025215411256, 89.77702575146307, 89.77702575146307, 89.42276542139498, 89.1617314939764, 89.236312616096, 89.236312616096, 89.18037677450631, 89.12444093291661, 89.12444093291661, 89.32953901874549, 90.67199921689821, 91.49239156021378, 91.49239156021378, 93.72982522380163, 96.47068146169677, 100.34889981191573, 102.26936370649531, 102.26936370649531, 106.25945373989367, 110.38006073700133, 114.0158904403316, 114.0158904403316]",88.56875044105831,1.9605625001713634,None
reward-effort-pgACC-TUS,R88533/RE002,training,0,2024-07-30_17h53.05.107,2024-07-30 17:58:35,None,None,4,,,1.6367454528808594,1,3,approach,normal,heart,0.564,80,100,116,accept,2.806220799917355,success,116,136,"[4.624029571414921, 4.549448449295325, 4.605384290885022, 4.698610693534516, 4.605384290885022, 4.605384290885022, 4.661320132474718, 4.605384290885022, 4.605384290885022, 4.586739010355123, 4.605384290885022, 4.605384290885022, 4.568093729825224, 4.586739010355123, 4.605384290885022, 4.586739010355123, 4.586739010355123, 4.642674851944819, 4.586739010355123, 4.605384290885022, 4.586739010355123, 4.605384290885022, 4.568093729825224, 4.586739010355123, 4.642674851944819, 4.624029571414921, 4.586739010355123, 4.642674851944819, 4.605384290885022, 4.586739010355123, 4.586739010355123, 4.568093729825224, 4.586739010355123, 4.642674851944819, 4.642674851944819, 4.866418218303606, 4.940999340423201, 4.996935182012898, 5.034225743072696, 5.146097426252089, 5.519003036850066, 6.097006733276931, 8.147987591565807, 9.676900595017516, 11.783817294896087, 13.666990628415872, 15.084031948688187, 16.072231816772828, 17.19094864856676, 18.085922114001907, 20.267419936000074, 23.586279870322073, 28.378116966506084, 35.12770851832948, 39.78902865080419, 45.00970719917588, 50.73380832185484, 56.53249056665338, 58.39701861964327, 62.498980336221024, 68.54005122790826, 71.39277914898278, 74.93538244966356, 78.62714799458355, 81.57310231830756, 84.3139585562027, 90.74658033901781, 96.1164211316287, 98.96914905270322, 101.0201299109921, 106.42726126466277, 108.70198548931043, 113.8853734766223, 118.73314641439603, 118.36024080379804, 121.17567816381279, 125.79970773522768, 125.22170403880082, 123.24530430263154, 123.59956463269964, 124.97931539191214, 125.31493044145033, 126.15396806529577, 127.79475275192686, 129.51011856067757, 128.83888846160121, 128.68972621736202, 131.9153597490345, 134.0222764489131, 137.2852005416454, 138.32933625131975, 138.03101176284136, 139.61586060788275, 140.62270575649728, 139.67179644947245, 142.3194262847181, 143.12117334750374, 143.15846390856356, 142.3007810041882, 142.48723380948718, 142.67368661478616, 140.06334734060033, 140.13792846271994, 139.95147565742093, 138.42256265396924, 137.2665552611155, 136.81906852839793, 133.55614443566563, 131.094967405719, 130.44238258717252]",125.34270000819699,2.4675495999399573,None
reward-effort-pgACC-TUS,R88533/RE002,training,0,2024-07-30_17h53.05.107,2024-07-30 17:58:35,None,None,4,,,1.6367454528808594,2,4,approach,normal,reward,None,70,80,77,accept,1.2491005000192672,success,77,213,"[2.4798223104765498, 2.5357581520662467, 2.5916939936559436, 2.5357581520662467, 2.5544034325961458, 2.5357581520662467, 2.5730487131260444, 2.5730487131260444, 2.5730487131260444, 2.498467591006449, 2.517112871536348, 2.5544034325961458, 2.5544034325961458, 2.517112871536348, 2.517112871536348, 2.5916939936559436, 2.5916939936559436, 2.5730487131260444, 2.610339274185842, 2.5544034325961458, 2.5916939936559436, 2.5916939936559436, 2.5730487131260444, 2.5357581520662467, 2.5544034325961458, 2.5544034325961458, 2.498467591006449, 2.5730487131260444, 2.610339274185842, 2.64762983524564, 2.759501518425033, 2.759501518425033, 3.4307316175013924, 4.978289901482999, 6.264814258046021, 7.141142442951268, 8.185278152625605, 8.185278152625605, 9.41586666759893, 12.175368186023963, 15.02809610709849, 16.72481663531929, 16.72481663531929, 17.619790100754436, 19.68941623957321, 22.206529111109557, 26.513588913516195, 30.373161983205264, 35.48196884839756, 35.48196884839756, 39.546640003915506, 44.058797892151034, 48.77605386621545, 53.62382680398916, 56.346037761354395, 57.856305484276206, 57.856305484276206, 60.69038812482083, 68.78243987479694, 71.2809074658034, 74.11499010634802, 80.41709492545384, 80.41709492545384, 84.51905664203159, 91.54832740180346, 95.27738350778324, 96.69442482805556, 99.2674735411816, 99.2674735411816, 101.65406944900866, 103.9287936736563, 107.04255552214943, 107.95617426811448, 107.95617426811448, 105.6628047629369, 103.48130694093874, 107.490042254867, 107.490042254867, 109.80205704057447, 108.85114773354962, 110.39870601753124, 113.19549809701606, 113.19549809701606, 114.66847525887806, 113.54975842708413, 113.90401875715222, 117.03642588617522, 118.71450113386612, 119.106052024994, 119.106052024994, 120.31799525943742, 119.32979539135277, 118.50940304803723, 115.37699591901422, 110.08173624852296, 102.30665426755512, 102.30665426755512, 98.72676040581453, 91.60426324339316, 84.89196225262957, 81.44258535459828, 78.03049901762678, 78.03049901762678, 76.27784264781629, 74.54383155853569, 71.54194139322198, 63.18885571582727, 63.18885571582727, 57.33423762943903, 48.720118024625755, 42.28749624181064, 33.84118416176645, 24.350736372047926, 24.350736372047926, 19.708061520103108, 17.582499539694638, 16.38920158578111, 14.058541519543748, 11.671945611716694, 11.671945611716694, 10.907489109990841, 10.273549571974279, 9.658255314487615, 9.080251618060752, 8.987025215411256, 8.987025215411256, 8.76328184905247, 8.614119604813279, 8.464957360574088, 8.520893202163785, 8.502247921633886, 9.042961057000953, 10.627809902042358, 10.627809902042358, 11.858398417015684, 12.194013466553862, 13.294085017817897, 16.240039341541916, 16.240039341541916, 17.116367526447167, 17.284175051216256, 16.948560001678075, 17.451982575985344, 19.8758690448722, 19.8758690448722, 26.494943632986296, 35.57519525104705, 49.78289901482999, 68.59598706949795, 81.01374390241061, 81.01374390241061, 90.87709730272711, 98.67082456422483, 102.19478258437573, 109.0748910999084, 109.0748910999084, 111.90897374045304, 112.281879351051, 111.33097004402617, 111.33097004402617, 110.04444568746314, 108.23585347606294, 108.85114773354962, 110.34277017594152, 110.6038041033601, 110.6038041033601, 111.64793981303444, 113.66163011026353, 114.51931301463887, 113.30736978019544, 112.76665664482839, 112.76665664482839, 113.32601506072535, 113.8853734766223, 111.96490958204272, 111.89032845992313, 111.89032845992313, 112.11407182628193, 111.31232476349626, 109.96986456534354, 110.808902189189, 111.18180779978697, 111.18180779978697, 110.65973994494982, 110.17496265117244, 110.86483803077869, 110.86483803077869, 110.8275474697189, 108.9443741361991, 107.58326865751648, 107.21036304691852, 106.20351789830397, 106.20351789830397, 105.12209162756984, 103.42537109934904, 104.74918601697188, 104.74918601697188, 104.97292938333065, 104.89834826121105, 104.2830540037244, 102.698205158683, 103.96608423471612, 103.96608423471612, 104.54408793114298, 102.08291090119633, 101.43032608264986, 101.50490720476945]",106.71484101520868,3.6921831001527607,None
reward-effort-pgACC-TUS,R88533/RE002,training,0,2024-07-30_17h53.05.107,2024-07-30 17:58:35,None,None,4,,,1.6367454528808594,2,5,approach,normal,reward,None,50,40,40,reject,1.0165725001133978,None,0,213,"null",None,None,None
reward-effort-pgACC-TUS,R88533/RE002,training,0,2024-07-30_17h53.05.107,2024-07-30 17:58:35,None,None,4,,,1.6367454528808594,2,6,approach,normal,reward,0.538,60,60,55,accept,2.9256434000562876,success,55,268,"[2.9832448847838196, 2.908663762664224, 2.927309043194123, 2.927309043194123, 2.9459543237240218, 2.8713732016044267, 2.8713732016044267, 2.9832448847838196, 3.001890165313718, 3.001890165313718, 3.001890165313718, 2.964599604253921, 2.9459543237240218, 2.9459543237240218, 2.9459543237240218, 2.964599604253921, 3.001890165313718, 2.9459543237240218, 2.964599604253921, 2.964599604253921, 2.9459543237240218, 2.9832448847838196, 2.9832448847838196, 2.9832448847838196, 2.927309043194123, 3.001890165313718, 3.0205354458436173, 2.964599604253921, 2.964599604253921, 2.964599604253921, 2.927309043194123, 2.927309043194123, 2.9459543237240218, 2.927309043194123, 3.001890165313718, 2.9832448847838196, 2.9832448847838196, 2.9832448847838196, 2.9832448847838196, 2.9832448847838196, 2.964599604253921, 2.964599604253921, 3.0205354458436173, 3.001890165313718, 3.039180726373516, 3.039180726373516, 2.927309043194123, 2.9459543237240218, 3.001890165313718, 3.001890165313718, 2.9459543237240218, 3.095116567963213, 4.586739010355123, 6.190233135926426, 6.190233135926426, 7.3648858093100555, 9.900643961376302, 14.319575446962334, 14.319575446962334, 17.451982575985344, 21.050521718255826, 28.452698088625677, 34.19544449183453, 34.19544449183453, 39.36018719861652, 43.667247001023156, 43.667247001023156, 45.158869443415064, 48.048887925549394, 51.79658931205907, 56.01042271181621, 56.01042271181621, 56.75623393301217, 57.11049426308025, 58.210565814344285, 58.210565814344285, 60.48529003899195, 62.592206738870516, 63.52447076536546, 63.52447076536546, 67.6823683235329, 71.50465083216217, 73.49969584886136, 73.49969584886136, 74.97267301072337, 77.04229914954213, 80.30522324227445, 82.35620410056332, 82.35620410056332, 85.37673954640694, 90.61606337530851, 94.3264742007584, 93.63659882115213, 93.63659882115213, 89.55328238510428, 86.19713188972248, 86.19713188972248, 85.35809426587704, 85.00383393580896, 83.68001901818613, 83.68001901818613, 83.60543789606655, 83.97834350666452, 84.03427934825422, 83.75460014030574, 83.75460014030574, 83.82918126242534, 83.23253228546857, 83.26982284652836, 84.3326038367326, 84.3326038367326, 85.73099987647501, 86.1598413286627, 87.89385241794328, 87.89385241794328, 86.77513558614936, 84.09021518984392, 83.60543789606655, 83.60543789606655, 84.55634720309139, 84.16479631196351, 83.19524172440877, 83.02743419963969, 83.02743419963969, 83.06472476069948, 83.10201532175927, 81.74090984307666, 80.06283459538575, 80.06283459538575, 78.85089136094233, 79.5034761794888, 79.63399314319808, 79.63399314319808, 78.27288766451547, 77.60165756543911]",80.44385992492418,2.247985899914056,None
reward-effort-pgACC-TUS,R88533/RE002,training,0,2024-07-30_17h53.05.107,2024-07-30 17:58:35,None,None,4,,,1.6367454528808594,3,7,avoid,normal,heart,None,90,-20,-14,accept,5.522701399866492,success,0,268,"[3.4680221785611907, 3.5426033006807858, 3.5426033006807858, 3.486667459091089, 3.4680221785611907, 3.4680221785611907, 3.4680221785611907, 3.4493768980312915, 3.4680221785611907, 3.486667459091089, 3.486667459091089, 3.505312739620988, 3.486667459091089, 3.5426033006807858, 3.5426033006807858, 3.5612485812106844, 3.523958020150887, 3.523958020150887, 3.523958020150887, 3.486667459091089, 3.486667459091089, 3.486667459091089, 3.486667459091089, 3.505312739620988, 3.5612485812106844, 3.5798938617405835, 3.5798938617405835, 3.5798938617405835, 3.5798938617405835, 3.598539142270482, 3.598539142270482, 3.710410825449876, 4.735901254594314, 6.134297294336729, 7.737791419908032, 7.737791419908032, 9.732836436607212, 13.72292647000557, 16.240039341541916, 16.240039341541916, 17.694371222874032, 20.04367656964129, 22.63537056329723, 22.63537056329723, 25.898294656029535, 29.030701785052543, 31.846139145067276, 33.93441056441595, 33.93441056441595, 37.775338353575115, 40.739937957829035, 44.916480796526386, 44.916480796526386, 51.88981571470856, 56.92404145778126, 61.305682382307495, 61.305682382307495, 68.37224370313916, 71.31819802686319, 76.72532938053386, 76.72532938053386, 80.62219301128273, 85.24622258269765, 90.41096528947963, 92.7789159167768, 92.7789159167768, 95.53841743520182, 97.5707530129608, 96.80629651123495, 96.80629651123495, 95.33331934937294, 98.16740198991756, 99.1556018580022, 99.1556018580022, 99.0810207358826, 99.37934522436099, 100.44212621456523, 100.7963865446333, 100.7963865446333, 99.43528106595069, 98.89456793058362, 100.36754509244562, 100.36754509244562, 100.51670733668483, 100.23702812873634, 101.18793743576117, 102.43717123126441, 102.43717123126441, 102.4931070728541, 101.89645809589733, 101.89645809589733, 101.89645809589733, 101.85916753483755, 101.78458641271794, 101.82187697377773, 101.82187697377773, 102.71685043921288, 103.49995222146863, 102.10155618172622, 102.10155618172622, 101.33709968000038, 101.29980911894056, 101.18793743576117, 100.62857901986422, 100.62857901986422, 101.1506468747014, 102.34394482861491, 102.12020146225613, 102.12020146225613, 102.7541410002727, 106.42726126466277, 106.48319710625248, 106.48319710625248, 103.22027301352017, 103.01517492769128, 105.84925756823591, 105.84925756823591, 104.45086152849348, 102.04562034013654, 102.38123538967471, 102.38123538967471, 103.42537109934904, 102.5490429144438, 102.84736740292217]",100.97947708623016,2.059222700074315,None
reward-effort-pgACC-TUS,R88533/RE002,training,0,2024-07-30_17h53.05.107,2024-07-30 17:58:35,None,None,4,,,1.6367454528808594,3,8,avoid,normal,heart,None,85,-60,-60,reject,1.3852224999573082,None,-60,208,"null",None,None,None
reward-effort-pgACC-TUS,R88533/RE002,training,0,2024-07-30_17h53.05.107,2024-07-30 17:58:35,None,None,4,,,1.6367454528808594,3,9,avoid,normal,heart,0.546,75,-40,-42,accept,1.813923800131306,success,0,208,"[1.9391091751094829, 1.9577544556393816, 1.9577544556393816, 1.9577544556393816, 1.9391091751094829, 1.9391091751094829, 1.9577544556393816, 1.9950450166991793, 1.9950450166991793, 1.9950450166991793, 1.9763997361692807, 1.9391091751094829, 1.9763997361692807, 1.9391091751094829, 1.9391091751094829, 1.8831733335197862, 1.9018186140496849, 1.920463894579584, 1.920463894579584, 1.920463894579584, 1.9018186140496849, 1.9391091751094829, 1.9391091751094829, 1.9391091751094829, 2.013690297229078, 1.9577544556393816, 1.9577544556393816, 1.9763997361692807, 2.013690297229078, 2.069626138818775, 2.069626138818775, 2.3865959078270556, 2.9459543237240218, 4.885063498833505, 4.885063498833505, 6.320750099635718, 8.241213994215302, 10.497292938333064, 10.497292938333064, 15.438292278756267, 17.50791841757504, 20.86406891295684, 20.86406891295684, 26.233909705567715, 31.56645993711879, 37.86856475622461, 42.49259432763953, 42.49259432763953, 45.30803168765426, 48.68282746356596, 54.966287002141875, 54.966287002141875, 57.14778482414005, 58.71398838865155, 60.988712613299214, 64.73641399980889, 64.73641399980889, 68.76379459426704, 70.96393769679511, 71.97078284540966, 71.97078284540966, 73.05220911614379, 75.64390310979972, 77.5643670043793, 78.27288766451547, 78.27288766451547, 80.43574020598373, 82.43078522268291, 83.82918126242534, 84.5377019225615, 88.62101835860933, 88.62101835860933, 89.66515406828368, 89.3108937382156, 88.45321083384026, 88.45321083384026, 91.15677651067558, 92.7789159167768, 91.80936132922206, 90.24315776471055, 90.24315776471055, 89.12444093291661, 88.47185611437015, 87.31584872151642, 86.0293243649534, 86.0479696454833, 86.0479696454833, 85.58183763223582, 85.43267538799664, 85.39538482693683, 85.39538482693683, 85.24622258269765, 85.28351314375743, 87.98707882059279, 88.93798812761761, 88.93798812761761, 87.46501096575561, 85.84287155965441, 89.08715037185682, 89.08715037185682, 88.63966363913924, 85.58183763223582, 84.18344159249341, 84.18344159249341, 83.64272845712635, 83.13930588281907, 81.92736264837565, 82.16975129526433, 83.41898509076756, 83.41898509076756, 83.49356621288715, 82.05787961208493, 82.05787961208493, 82.09517017314474, 83.32575868811806, 83.90376238454492, 84.50041136150169, 84.50041136150169, 87.07346007462775, 87.37178456310612, 86.79378086667924]",84.9602280377955,2.001553300069645,None
reward-effort-pgACC-TUS,R88533/RE002,training,0,2024-07-30_17h53.05.107,2024-07-30 17:58:35,None,None,4,,,1.6367454528808594,4,10,avoid,normal,reward,None,100,-100,-98,accept,2.4338808997999877,success,0,208,"[2.349305346767258, 2.349305346767258, 2.3865959078270556, 2.4238864688868533, 2.367950627297157, 2.4238864688868533, 2.367950627297157, 2.3865959078270556, 2.3865959078270556, 2.330660066237359, 2.3865959078270556, 2.349305346767258, 2.3865959078270556, 2.4052411883569547, 2.4052411883569547, 2.4425317494167524, 2.4425317494167524, 2.461177029946651, 2.461177029946651, 2.498467591006449, 2.5730487131260444, 3.039180726373516, 3.3002146537921004, 3.4680221785611907, 3.5798938617405835, 3.7477013865096733, 4.157897558167448, 4.493512607705628, 4.549448449295325, 4.474867327175729, 4.400286205056133, 4.344350363466437, 4.269769241346842, 4.101961716577752, 4.008735313928257, 3.7663466670395724, 3.6731202643900778, 3.5612485812106844, 3.4680221785611907, 3.393441056441595, 3.393441056441595, 4.735901254594314, 6.936044357122381, 10.40406653568357, 16.594299671609996, 29.534124359359815, 35.57519525104705, 40.255160664051665, 45.06564304076557, 51.49826482358068, 56.94268673831115, 59.702188256736186, 67.55185135982362, 71.59787723481166, 74.95402773019347, 78.66443855564334, 81.53581175724777, 83.73595485977584, 88.28540330907117, 92.16362165929013, 94.88583261665536, 98.09282086779797, 99.65902443230948, 104.0593106373656, 106.37132542307306, 106.96797440002983, 110.43599657859102, 114.10911684298111, 119.0687614639342, 121.41806681070146, 121.51129321335094, 122.77917228938409, 123.65550047428933, 122.3130402761366, 121.60451961600045, 123.43175710793052, 126.09803222370608, 126.20990390688547, 127.62694522715779, 130.4237373066426, 132.97814073923877, 137.58352503012378, 138.5717248982084, 138.92598522827652, 141.05154720868498, 143.49407895810174, 143.49407895810174, 140.41760767066842, 139.22430971675487, 139.22430971675487, 137.47165334694438, 137.35978166376498, 138.38527209290942, 137.3411363832351, 132.82897849499957, 133.12730298347793, 134.56298958428016, 132.56794456758098, 132.2323295180428, 131.31871077207776, 130.96445044200968, 130.96445044200968, 131.67297110214585, 131.52380885790663, 128.9134695837208, 128.83888846160121, 130.7779976367107, 130.23728450134362, 129.1185676695497]",127.9376999026561,2.374408399919048,None
