expName,curec_ID,trial_schedule,session_nr,date,start_time,end_time,duration,participant,age,gender,max_strength,block_number,trial_count,block_action_type,block_global_effort_state,block_attention_focus,trial_rating,trial_rating_time,trial_rating_random_start_pos,trial_effort,trial_outcome_level,trial_actual_outcome,response,response_time,result,points,cumulative_points,effort_trace,effort_expended,effort_response_time,final_bonus_payment
reward-effort-pgACC-TUS,R88533/RE002,training,0,2024-09-19_12h08.19.878,2024-09-19 12:13:26,None,None,2,,,2.094049072265625,1,1,approach,normal,heart,None,None,None,50,40,42,accept,7.180190300001414,success,42,42,"[0.14573478018823105, 0.17488173622587724, 0.17488173622587724, 0.17488173622587724, 0.16030825820705413, 0.13116130216940794, 0.13116130216940794, 0.14573478018823105, 0.14573478018823105, 0.14573478018823105, 0.14573478018823105, 0.16030825820705413, 0.14573478018823105, 0.16030825820705413, 0.13116130216940794, 0.13116130216940794, 0.13116130216940794, 0.16030825820705413, 0.14573478018823105, 0.14573478018823105, 0.14573478018823105, 0.17488173622587724, 0.17488173622587724, 0.17488173622587724, 0.11658782415058483, 0.16030825820705413, 0.16030825820705413, 0.16030825820705413, 0.16030825820705413, 0.14573478018823105, 0.14573478018823105, 0.14573478018823105, 0.14573478018823105, 0.14573478018823105, 0.14573478018823105, 0.13116130216940794, 0.14573478018823105, 0.17488173622587724, 0.13116130216940794, 0.13116130216940794, 0.13116130216940794, 0.11658782415058483, 0.16030825820705413, 0.16030825820705413, 0.14573478018823105, 0.14573478018823105, 0.16030825820705413, 0.16030825820705413, 0.13116130216940794, 0.17488173622587724, 0.14573478018823105, 0.14573478018823105, 0.17488173622587724, 0.14573478018823105, 0.16030825820705413, 0.16030825820705413, 0.17488173622587724, 0.16030825820705413, 0.16030825820705413, 0.14573478018823105, 0.14573478018823105, 0.17488173622587724, 0.13116130216940794, 0.13116130216940794, 0.13116130216940794, 0.14573478018823105, 0.14573478018823105, 0.13116130216940794, 0.13116130216940794, 0.13116130216940794, 0.16030825820705413, 0.13116130216940794, 0.16030825820705413, 0.16030825820705413, 0.16030825820705413, 0.13116130216940794, 0.14573478018823105, 0.14573478018823105, 0.14573478018823105, 0.14573478018823105, 0.16030825820705413, 0.16030825820705413, 0.16030825820705413, 0.14573478018823105, 0.14573478018823105, 0.14573478018823105, 0.14573478018823105, 0.13116130216940794, 0.13116130216940794, 0.13116130216940794, 0.13116130216940794, 0.13116130216940794, 0.16030825820705413, 0.16030825820705413, 0.14573478018823105, 0.14573478018823105, 0.17488173622587724, 0.13116130216940794, 0.13116130216940794, 0.14573478018823105, 0.16030825820705413, 0.13116130216940794, 0.13116130216940794, 0.14573478018823105, 0.14573478018823105, 0.14573478018823105, 0.14573478018823105, 0.14573478018823105, 0.14573478018823105, 0.14573478018823105, 0.14573478018823105, 0.16030825820705413, 0.16030825820705413, 0.14573478018823105, 0.14573478018823105, 0.13116130216940794, 0.16030825820705413, 0.13116130216940794, 0.13116130216940794, 0.11658782415058483, 0.13116130216940794, 0.13116130216940794, 0.13116130216940794, 0.11658782415058483, 0.13116130216940794, 0.13116130216940794, 0.13116130216940794, 0.13116130216940794, 0.13116130216940794, 0.16030825820705413, 0.14573478018823105, 0.14573478018823105, 0.16030825820705413, 0.13116130216940794, 0.23317564830116966, 0.23317564830116966, 0.23317564830116966, 0.24774912631999277, 0.20402869226352344, 0.20402869226352344, 0.18945521424470035, 0.18945521424470035, 0.17488173622587724, 0.17488173622587724, 0.23317564830116966, 0.20402869226352344, 0.21860217028234655, 0.21860217028234655, 0.18945521424470035, 0.23317564830116966, 0.20402869226352344, 0.21860217028234655, 0.21860217028234655, 0.18945521424470035, 0.21860217028234655, 0.23317564830116966, 0.23317564830116966, 0.20402869226352344, 0.18945521424470035, 0.17488173622587724, 0.17488173622587724, 0.16030825820705413, 0.16030825820705413, 0.14573478018823105, 0.14573478018823105, 0.14573478018823105, 0.16030825820705413, 0.16030825820705413, 0.16030825820705413, 0.13116130216940794, 0.16030825820705413, 0.16030825820705413, 0.16030825820705413, 0.14573478018823105, 0.16030825820705413, 0.16030825820705413, 0.16030825820705413, 0.14573478018823105, 0.18945521424470035, 0.3934839065082238, 0.3934839065082238, 0.9472760712235018, 1.7050969282023032, 2.9292690817834437, 2.9292690817834437, 3.9639860211198843, 4.4449107957410465, 4.925835570362209, 4.925835570362209, 5.406760344983372, 5.6690829493221875, 5.843964685548064, 6.339462938188051, 6.339462938188051, 6.61635902054569, 7.243018575355083, 7.840531174126831, 7.840531174126831, 9.603922014404425, 11.061269816286735, 11.309018942606729, 11.309018942606729, 11.250725030531436, 9.793377228649124, 7.359606399505668, 7.359606399505668, 6.412330328282166, 6.412330328282166, 6.732946844696273, 6.732946844696273, 6.441477284319812, 5.72737686139748, 5.479627735077488, 5.479627735077488, 5.5670686031904255, 6.572638586489219, 7.476194223656252, 9.370746366103255, 9.370746366103255, 11.615061981002013, 13.145277172978439, 15.331298875801904, 15.331298875801904, 19.645048369373544, 24.27941437935929, 31.42041860858261, 31.42041860858261, 39.39211108487885, 50.191058296826775, 62.15588375028054, 62.15588375028054, 62.15588375028054, 65.97413499121218, 69.53006362780502, 69.53006362780502, 71.83267315477909, 73.31916791269903, 76.0152613461813, 76.0152613461813, 77.38516827995068, 78.50732608740006, 79.01739781805887, 79.01739781805887, 78.9153834719271, 78.24500348306125, 77.26858045580009, 77.26858045580009, 76.17556960438836, 72.91111052817199, 71.07485229780028, 69.74866579808737, 69.74866579808737, 67.32946844696274, 64.16702371687812, 61.57294462952761, 61.57294462952761, 61.150313766981746, 61.893561145941725, 61.98100201405467, 61.092019854906454, 61.092019854906454, 60.05730291557001, 59.955288569438245, 59.89699465736295, 59.89699465736295, 59.94071509141943, 60.01358248151354, 59.69296596509943, 59.69296596509943, 59.34320249264767, 58.68739598180064, 58.483367289537114, 58.483367289537114, 58.42507337746182, 58.279338597273586, 57.87128121274654, 57.87128121274654, 57.2154747018995, 57.069739921711275, 57.11346035576774, 57.11346035576774, 57.05516644369245, 57.098886877748924, 57.200901223880685, 57.200901223880685, 57.24462165793716, 57.23004817991833, 57.15718078982421, 57.15718078982421, 57.39035643812538, 57.68182599850184]",64.02429616231281,4.867019599987543,None
reward-effort-pgACC-TUS,R88533/RE002,training,0,2024-09-19_12h08.19.878,2024-09-19 12:13:26,None,None,2,,,2.094049072265625,1,2,approach,normal,heart,None,None,None,55,20,20,reject,1.6324741000134964,None,0,42,"null",None,None,None
reward-effort-pgACC-TUS,R88533/RE002,training,0,2024-09-19_12h08.19.878,2024-09-19 12:13:26,None,None,2,,,2.094049072265625,1,3,approach,normal,heart,0.2,13.714889099996071,2,80,100,116,accept,0.6262761000107275,success,116,158,"[0.14573478018823105, 0.17488173622587724, 0.18945521424470035, 0.18945521424470035, 0.14573478018823105, 0.17488173622587724, 0.17488173622587724, 0.14573478018823105, 0.14573478018823105, 0.16030825820705413, 0.16030825820705413, 0.14573478018823105, 0.14573478018823105, 0.14573478018823105, 0.16030825820705413, 0.17488173622587724, 0.17488173622587724, 0.20402869226352344, 0.20402869226352344, 0.20402869226352344, 0.20402869226352344, 0.18945521424470035, 0.17488173622587724, 0.16030825820705413, 0.16030825820705413, 0.20402869226352344, 0.17488173622587724, 0.27689608235763896, 0.33518999443293135, 0.33518999443293135, 0.36433695047057757, 0.45177781858351623, 0.5392186866964548, 0.5392186866964548, 0.6120860767905703, 0.684953466884686, 0.8306882470729169, 0.8306882470729169, 1.0638638953740867, 1.5010682359387797, 2.2005951808422886, 2.2005951808422886, 2.9001221257457974, 3.6870899387622456, 4.576072097910455, 4.576072097910455, 5.421333823002195, 7.009842927053913, 10.798947211947919, 12.95582195873374, 12.95582195873374, 14.471463672691343, 16.30772190306305, 19.076682726639444, 20.840073566917038, 20.840073566917038, 22.559743973138165, 24.46886959360399, 26.057378697655707, 26.057378697655707, 27.296124329255672, 28.4474290927427, 29.35098472990973, 29.35098472990973, 30.312834279152057, 31.624447300846136, 32.965207278577864, 34.32054073432841, 34.32054073432841, 35.63215375602249, 38.73630457403181, 41.54898583166467, 41.54898583166467, 43.23950928184815, 44.7260040397681, 46.40195401193276, 50.1473378627703, 50.1473378627703, 52.72684347210199, 54.1841912739843, 55.64153907586661, 55.64153907586661, 57.75469338859595, 59.76583335519354, 61.427209849339384, 61.427209849339384, 63.263468079711096, 64.79368327168751, 65.71181238687338, 66.20731063951337, 66.20731063951337, 67.65008496337684, 69.1365797212968, 69.86525362223796, 69.86525362223796, 69.92354753431324, 69.10743276525916, 69.96726796836971, 69.96726796836971, 71.4683362043085, 72.34274488543788, 73.34831486873668, 73.34831486873668, 73.43575573684961, 73.46490269288726, 75.21372005514604, 76.61277394495306, 77.23943349976244, 77.3997417579695, 77.53090306013891, 77.53090306013891, 78.17213609296712, 78.17213609296712, 79.48374911466121, 81.3054338670141, 81.3054338670141, 81.78635864163526, 81.8155055976729, 81.77178516361644, 81.85922603172938, 81.85922603172938, 82.35472428436937, 83.1999860094611, 83.43316165776227, 83.43316165776227, 83.41858817974345, 83.71005774011991, 84.99252380577634, 85.8523590088869, 85.8523590088869, 86.12925509124454, 86.71219421199746, 87.14939855256216, 87.20769246463746, 87.20769246463746, 87.32428028878803, 87.68861723925862, 87.6157498491645, 87.6157498491645, 86.88707594822334, 86.62475334388454, 86.71219421199746, 86.82878203614806, 86.82878203614806, 86.50816551973395, 86.40615117360218, 86.27498987143277, 86.27498987143277, 85.50259553643514, 84.30757033889165, 83.5206025258752, 83.36029426766815, 83.36029426766815, 83.12711861936698, 82.99595731719758, 83.03967775125405, 83.03967775125405, 83.09797166332935, 83.69548426210109, 85.69205075067985, 86.72676769001629, 86.72676769001629, 87.09110464048688, 86.94536986029864, 86.94536986029864, 87.33885376680686, 87.33885376680686, 87.32428028878803, 86.74134116803512]",84.15882833308049,2.8403358000068692,None
reward-effort-pgACC-TUS,R88533/RE002,training,0,2024-09-19_12h08.19.878,2024-09-19 12:13:26,None,None,2,,,2.094049072265625,2,4,approach,normal,reward,None,None,None,70,80,77,reject,2.131563200004166,None,0,158,"null",None,None,None
reward-effort-pgACC-TUS,R88533/RE002,training,0,2024-09-19_12h08.19.878,2024-09-19 12:13:26,None,None,2,,,2.094049072265625,2,5,approach,normal,reward,None,None,None,50,40,40,reject,0.6326258999906713,None,0,158,"null",None,None,None
reward-effort-pgACC-TUS,R88533/RE002,training,0,2024-09-19_12h08.19.878,2024-09-19 12:13:26,None,None,2,,,2.094049072265625,2,6,approach,normal,reward,0.2,5.19668009999441,4,60,60,55,accept,0.7626285000005737,success,55,213,"[-0.2914695603764621, -0.32061651641410827, -0.32061651641410827, -0.32061651641410827, -0.32061651641410827, -0.2914695603764621, -0.2914695603764621, -0.2914695603764621, -0.3060430383952851, -0.3060430383952851, -0.3060430383952851, -0.2914695603764621, -0.32061651641410827, -0.32061651641410827, -0.32061651641410827, -0.33518999443293135, -0.2623226043388159, -0.27689608235763896, -0.27689608235763896, -0.2623226043388159, -0.3060430383952851, -0.2914695603764621, -0.2914695603764621, -0.2914695603764621, -0.2623226043388159, -0.2623226043388159, -0.2623226043388159, -0.27689608235763896, -0.2623226043388159, -0.21860217028234655, -0.21860217028234655, -0.11658782415058483, -0.04372043405646931, 0.014573478018823104, 0.014573478018823104, 0.16030825820705413, 0.5829391207529242, 0.5829391207529242, 1.5010682359387797, 1.5010682359387797, 3.1624447300846135, 5.654509471303364, 8.889821591482093, 8.889821591482093, 12.154280667698467, 14.879521057218389, 18.2314210015477, 22.29742136879935, 22.29742136879935, 25.620174357091013, 28.666031263025044, 31.07065513613086, 31.07065513613086, 34.189379432159, 35.23866984951427, 36.84175243158481, 36.84175243158481, 38.9840537003518, 40.70372410657293, 41.84045539204113, 41.84045539204113, 42.525408858925815, 43.05005406760345, 43.51640536420579, 44.3470936112787, 44.3470936112787, 45.104914468257505, 45.97932314938689, 47.77186094570213, 47.77186094570213, 50.54082176927852, 53.4263704170055, 55.53952472973484, 55.53952472973484, 58.42507337746182, 61.529224195471144, 61.529224195471144, 62.797116783108756, 62.797116783108756, 63.78811328838873, 64.82283022772518, 64.82283022772518, 65.81382673300513, 66.41133933177689, 66.38219237573924, 66.38219237573924, 66.54250063394629, 66.484206721871, 65.58065108470397, 65.58065108470397, 64.73538935961223, 64.44391979923576, 64.50221371131106, 64.56050762338636, 64.56050762338636, 64.19617067291577, 63.59865807414402, 63.14688025556051, 63.14688025556051, 63.16145373357933, 63.23432112367344, 63.23432112367344, 63.23432112367344, 63.278041557729914, 63.59865807414402, 64.37105240914165, 64.37105240914165, 65.30375500234634, 66.57164758998394, 66.979704974511, 66.90683758441686, 66.90683758441686, 66.29475150762629, 65.49321021659102, 64.67709544753694, 64.67709544753694, 63.93384806857696, 63.78811328838873, 63.8318337224452, 63.8318337224452, 63.380055903861674, 63.13230677754168, 63.0157189533911, 63.0157189533911, 62.913704607259334, 62.65138200292052, 62.359912442544065, 62.359912442544065, 62.08301636018641, 61.93728157999819, 61.90813462396054, 61.90813462396054, 61.95185505801702, 61.95185505801702, 61.8789876679229, 61.8789876679229, 61.73325288773467]",63.87809873202874,2.279580900009023,None
reward-effort-pgACC-TUS,R88533/RE002,training,0,2024-09-19_12h08.19.878,2024-09-19 12:13:26,None,None,2,,,2.094049072265625,3,7,avoid,normal,heart,None,None,None,90,-20,-14,accept,3.9587283000000753,success,0,213,"[1.1513047634870253, 1.122157807449379, 1.122157807449379, 1.0784373733929096, 1.0638638953740867, 1.0638638953740867, 1.0638638953740867, 1.0201434613176172, 1.005569983298794, 1.005569983298794, 0.9618495492423249, 0.9472760712235018, 0.9764230272611479, 0.9764230272611479, 0.9764230272611479, 0.9909965052799711, 0.9909965052799711, 0.9909965052799711, 0.9909965052799711, 0.9909965052799711, 1.005569983298794, 1.122157807449379, 1.122157807449379, 1.807111274334065, 2.2005951808422886, 3.3664734223481365, 5.814817729510419, 5.814817729510419, 7.898825086202123, 9.851671140724418, 12.06683979958553, 12.06683979958553, 13.699069337693718, 16.30772190306305, 21.189837039368793, 21.189837039368793, 25.051808714356916, 28.826339521232097, 31.901343383203773, 31.901343383203773, 34.48084899253546, 36.63772373932128, 38.85289239818239, 40.39768106817764, 40.39768106817764, 41.09720801308116, 41.27208974930703, 41.79673495798466, 41.79673495798466, 42.53998233694464, 43.020907111565805, 43.64756666637519, 43.64756666637519, 44.303373177222234, 45.38181055061514, 46.31451314381982, 46.31451314381982, 47.713567033626845, 48.719137016925636, 49.797574390318545, 49.797574390318545, 52.231345219462, 52.98916607644081, 53.746986933419606, 54.79627735077487, 54.79627735077487, 56.253625152657186, 58.075309905010066, 59.780406833212375, 59.780406833212375, 60.94628507471822, 62.12673679424289, 62.69510243697699, 62.69510243697699, 63.365482425842856, 63.773539810369904, 64.22531762895342, 64.69166892555576, 64.69166892555576, 65.44948978253456, 66.44048628781452, 67.98527495780978, 67.98527495780978, 68.71394885875092, 69.06371233120268, 69.41347580365445, 69.41347580365445, 70.50648665506618, 72.19701010524966, 74.32473789599783, 74.32473789599783, 76.43789220872718, 76.61277394495306, 76.37959829665189, 76.37959829665189, 76.37959829665189, 76.46703916476483, 76.452465686746, 75.85495308797425, 75.85495308797425, 75.15542614307074, 74.57248702231783, 74.09156224769666, 74.09156224769666, 73.63978442911315, 72.94025748420964, 72.40103879751318, 72.40103879751318, 72.43018575355083, 72.56134705572023, 72.51762662166377, 72.51762662166377, 72.95483096222846, 74.26644398392254, 75.47604265948486, 75.47604265948486, 76.65649437900952, 77.38516827995068, 78.04097479079772, 78.04097479079772, 78.87166303787063, 81.08683169673175, 84.64276033332459, 84.64276033332459, 87.0473842064304, 92.39585063933848, 92.39585063933848, 93.8677719192396, 93.8677719192396, 95.20853189697134, 96.89905534715481, 97.55486185800186, 97.55486185800186, 98.05036011064185, 98.23981532488654, 98.58957879733829, 98.58957879733829, 97.94834576451008, 96.47642448460894, 94.97535624867017, 94.97535624867017, 94.53815190810548, 94.37784364989842, 93.62002279291963, 93.62002279291963, 93.13909801829845, 93.0370836721667, 93.06623062820434, 92.87677541395965, 92.87677541395965, 92.10438107896202, 91.91492586471732, 92.10438107896202, 92.10438107896202, 92.06066064490554, 91.2736928318891, 89.01480373897151, 89.01480373897151, 88.47558505227506, 89.6997572058562, 90.20982893651501, 90.20982893651501, 89.74347763991267, 89.83091850802562, 90.19525545849619, 90.19525545849619, 89.72890416189385, 88.98565678293387, 88.86906895878329, 88.563025920388, 88.563025920388, 89.26255286529151, 91.31741326594558, 92.61445280962083, 92.61445280962083, 92.54158541952671, 91.85663195264202, 91.30283978792674, 91.30283978792674, 91.11338457368204, 91.53601543622791, 93.43056757867491, 93.43056757867491, 95.2522523310278, 95.58744232546074, 96.41813057253366, 96.41813057253366]",92.7722164923008,3.1350779000058537,None
reward-effort-pgACC-TUS,R88533/RE002,training,0,2024-09-19_12h08.19.878,2024-09-19 12:13:26,None,None,2,,,2.094049072265625,3,8,avoid,normal,heart,None,None,None,85,-60,-60,reject,3.0293711999984225,None,-60,153,"null",None,None,None
reward-effort-pgACC-TUS,R88533/RE002,training,0,2024-09-19_12h08.19.878,2024-09-19 12:13:26,None,None,2,,,2.094049072265625,3,9,avoid,normal,heart,0.3,5.055948199995328,2,75,-40,-42,reject,2.884781499989913,None,-42,111,"null",None,None,None
reward-effort-pgACC-TUS,R88533/RE002,training,0,2024-09-19_12h08.19.878,2024-09-19 12:13:26,None,None,2,,,2.094049072265625,4,10,avoid,normal,reward,None,None,None,100,-100,-98,reject,0.8243990999908419,None,-98,13,"null",None,None,None
